MouseID,Generation,Cohort,JobGroup,BWDay,HID,LHID,Diet,EN,Coat,Status,DOB,DOE,COE,SurvDays,Died,AnimalComments,CAST
DO-2D-4164,G28,G28W1,G28W1D2,Tuesday,6477,6477,2D,B,other,Dead,9/19/17,6/4/20,Found Dead (FD),989,TRUE,small right eye? check on this one 8/28/18. Tumor-like mass forming on back right leg 5/12/20,FALSE
DO-AL-0162,G28,G28W1,G28W1D1,Tuesday,6469,6469,AL,R,white,Dead,9/19/17,6/4/20,Missing (MSG),989,TRUE,"tumor-like mass on back left leg. watch for ulceration 5/12/20.Death date not recorded on card. Terminal weight loss evident, used last test date as death date.hjs",FALSE
DO-2D-4145,G27,G27W2,G27W2D2,Monday,6299,6299,2D,N,other,Dead,7/18/17,6/3/20,Found Dead (FD),1051,TRUE,right ear torn,FALSE
DO-AL-0157,G27,G27W2,G27W2D1,Monday,6302,6302,AL,2R,other,Dead,7/18/17,6/3/20,Found Dead (FD),1051,TRUE,13-B8-2018-1/25/2018-Right Eye damage,FALSE
DO-2D-4114,G26,G26W2,G26W2D2,Thursday,5886,5886,2D,R,other,Dead,4/11/17,5/31/20,Found Dead (FD),1146,TRUE,"R, Found dead in promethion 5/31/20",FALSE
DO-1D-3161,G28,G28W1,G28W1D2,Tuesday,6475,6475,1D,N,white,Dead,9/19/17,5/26/20,Found Dead (FD),980,TRUE,"distended abdomen, labored breathing, piloerection across body and head, eyes not fully open 5/12/20",FALSE
DO-20-1165,G28,G28W1,G28W1D1,Tuesday,6471,6471,20,2R,other,Dead,9/19/17,5/26/20,Found Dead (FD),980,TRUE,NA,FALSE
DO-2D-4158,G27,G27W2,G27W2D2,Monday,6300,6300,2D,2L,other,Dead,7/18/17,5/26/20,Found Dead (FD),1043,TRUE,toe tattooed. Found dead during PIXI testing 5/26/20,FALSE
DO-40-2061,G23,G23W2,G23W2D2,Tuesday,4339,4339,40,2R,other,Dead,6/21/16,5/23/20,Found Dead (FD),1432,TRUE,"SCO-11(observation)-Right Eye Damage(discolored)-11/30/2017-2/10/20(no change in condition- case closed). piloerection across body and head, eyes held almost closed, thin and frail BCS1 4/14/20. start of hind limb paralysis, daily food is being put on bottom of pen not in hopper 5/12/20",TRUE
DO-AL-0125,G26,G26W2,G26W2D1,Thursday,5879,5879,AL,2R,other,Dead,4/11/17,5/23/20,Euthanized Sick (ES),1138,TRUE,2R. euthanized sick while in promethion,FALSE
DO-1D-3139,G27,G27W1,G27W1D2,Monday,6189,6189,1D,L,white,Dead,6/27/17,5/22/20,Found Dead (FD),1060,TRUE,96-B8-2020-Tumor(Severity not Noted)-4/19/20-5/22/20(DIT),TRUE
DO-2D-4178,G28,G28W2,G28W2D2,Tuesday,6539,6539,2D,R,white,Dead,10/10/17,5/19/20,Found Dead (FD),952,TRUE,"distended abdomen, ruffled fur, labored breathing, tumor-like mass forming on front right leg 5/12/20",FALSE
DO-1D-3185,G28,G28W2,G28W2D2,Tuesday,6538,6538,1D,N,white,Dead,10/10/17,5/17/20,Found Dead (FD),950,TRUE,NA,TRUE
DO-40-2123,G26,G26W2,G26W2D2,Thursday,5883,5883,40,L,other,Dead,4/11/17,5/17/20,Found Dead (FD),1132,TRUE,L. right eye damage,FALSE
DO-40-2189,G28,G28W2,G28W2D2,Tuesday,6536,6536,40,2R,other,Dead,10/10/17,5/12/20,Missing (MSG),945,TRUE,NA,TRUE
DO-20-1176,G28,G28W1,G28W1D1,Tuesday,6472,6472,20,3L,black,Dead,9/19/17,5/10/20,Found Dead (FD),964,TRUE,NA,FALSE
DO-40-2073,G24,G24W1,G24W1D2,Wednesday,4975,4975,40,N,white,Dead,9/20/16,5/10/20,Found Dead (FD),1328,TRUE,NEN,FALSE
DO-2D-4132,G27,G27W1,G27W1D2,Monday,6190,6190,2D,B,other,Dead,6/27/17,5/5/20,Found Dead (FD),1043,TRUE,Failed to recover from anesthesia during PIXI/Echo testing 5/4/20,FALSE
DO-40-2130,G27,G27W1,G27W1D1,Monday,6186,6186,40,R,white,Dead,6/27/17,5/5/20,Failed to Recover (FTR),1043,TRUE,"Appears sick and frail 3/5/19. Failed to recover from anesthesia during PIXI/Echo testing 5/4/20
",FALSE
DO-AL-0158,G27,G27W2,G27W2D1,Monday,6302,6302,AL,2L,other,Dead,7/18/17,5/5/20,Found Dead (FD),1022,TRUE,Changed death date from 5/15/20 to 5/5/20-HJS 9/10/20,FALSE
DO-2D-4150,G27,G27W2,G27W2D2,Monday,6299,6299,2D,2L,other,Dead,7/18/17,5/3/20,Found Dead (FD),1020,TRUE,right eye damage,FALSE
DO-AL-0128,G26,G26W2,G26W2D1,Thursday,5879,5879,AL,3L,other,Dead,4/11/17,5/2/20,Found Dead (FD),1117,TRUE,3L. messy earnotches,FALSE
DO-1D-3114,G26,G26W2,G26W2D2,Thursday,5884,5884,1D,R,white,Dead,4/11/17,5/1/20,Euthanized Sick (ES),1116,TRUE,R.60-B8-2020-Mild Malo-3/20/20-5/1/20(DIT) Started Daily observation on 4/2/20 per clam for labored breathing,FALSE
DO-40-2028,G22,G22W2,G22W2D2,Monday,3394,8617,40,B,other,Dead,3/1/16,4/30/20,Found Dead (FD),1521,TRUE,"SCO-13-2017(observation)-Left Eye Damage-11/30/17-2/10/20(no change to damage case closed)
very small, frail, cold to touch 8/14/17, 
",FALSE
DO-AL-0175,G28,G28W1,G28W1D1,Tuesday,6470,6470,AL,3R,other,Dead,9/19/17,4/30/20,Found Dead (FD),954,TRUE,91-B8-2020-Mild Derm to Dorsal Neck-3/27/20-4/30/20(DIT),FALSE
DO-AL-0117,G26,G26W2,G26W2D1,Thursday,5878,5878,AL,2R,other,Dead,4/11/17,4/26/20,Found Dead (FD),1111,TRUE,"2R, biter. black fur on dorsal side 8/29/19. crusty ears.  101-B8-2020-Derm between ears and left eye damage-4/21/20-4/26/20(DIT) 
",FALSE
DO-1D-3146,G27,G27W2,G27W2D2,Monday,6307,6307,1D,R,other,Dead,7/18/17,4/24/20,Found Dead (FD),1011,TRUE,93-B8-20-Other(observation) Distended Abdomen/Ascitis-4/6/20-4/24/20(DIT),FALSE
DO-2D-4157,G27,G27W2,G27W2D2,Monday,6300,6300,2D,2R,other,Dead,7/18/17,4/24/20,Found Dead (FD),1011,TRUE,toe tattooed,FALSE
DO-1D-3155,G27,G27W2,G27W2D2,Monday,6308,6308,1D,L,other,Dead,7/18/17,4/23/20,Euthanized Sick (ES),1010,TRUE,"18-B8-2020-Severe Other(swollen hind foot)-1/22/20-4/23/20(DIT) hind foot markedly swollen to 3x normal size, tissue feels turgid, moderately erythemic. Walks on all 4 limbs, able to bear weat. Small linear erosion of skin around right hock. Treated with carprofen  starting 1/22/20.  Euthanized on 4/23/20 lethargic, unresponsive to touch, eyes barely held open, cold and labored breathing",FALSE
DO-AL-0143,G27,G27W1,G27W1D1,Monday,6183,6183,AL,3R,other,Dead,6/27/17,4/23/20,Found Dead (FD),1031,TRUE,curled right ear 6/25/18 hjs. 90-B8-2020-Mild Malo-3/25/20-4/23/20(DIT),FALSE
DO-40-2077,G24,G24W1,G24W1D2,Wednesday,4975,4975,40,3R1L,other,Dead,9/20/16,4/22/20,Euthanized Sick (ES),1310,TRUE,"3R1L EN- EN was originally ""2R"" but was changed to ""3R1L"" - date changed is unk. Euthanized on 4/22/20- tear between rectal and vaginal wall causing pain and distress",FALSE
DO-20-1074,G24,G24W1,G24W1D1,Wednesday,4973,4973,20,R,other,Dead,9/13/16,4/20/20,Found Dead (FD),1315,TRUE,"REN, 11/28/2017-Right eye damage",FALSE
DO-40-2059,G23,G23W2,G23W2D2,Tuesday,4339,4339,40,L,other,Dead,6/21/16,4/20/20,Found Dead (FD),1399,TRUE,"LEN. abnormal gait, may be start of hind limb paralysis. Put daily feeding on pen floor 4/14/20",FALSE
DO-20-1161,G28,G28W1,G28W1D1,Tuesday,6471,6471,20,N,white,Dead,9/19/17,4/19/20,Found Dead (FD),943,TRUE,NA,TRUE
DO-1D-3111,G26,G26W1,G26W1D2,Thursday,5843,5843,1D,3R,black,Dead,3/21/17,4/17/20,Found Dead (FD),1123,TRUE,3R. Found dead in metabolic cages 4/17/20,TRUE
DO-1D-3174,G28,G28W1,G28W1D2,Tuesday,6476,6476,1D,2L,other,Dead,9/19/17,4/16/20,Found Dead (FD),940,TRUE,abdomen is very distended 2/18/20. 92-B8-2020-Other(observation) Distended Abdomen/Ascitis-3/30/20-4/16/20(DIT),FALSE
DO-20-1175,G28,G28W1,G28W1D1,Tuesday,6472,6472,20,3R,other,Dead,9/19/17,4/14/20,Found Dead (FD),938,TRUE,"hunched, piloerection, BCS1.5 10/29/19",FALSE
DO-40-2171,G28,G28W1,G28W1D2,Tuesday,6474,6474,40,L,other,Dead,9/19/17,4/14/20,Found Dead (FD),938,TRUE,bulging eyes,FALSE
DO-AL-0173,G28,G28W1,G28W1D1,Tuesday,6470,6470,AL,2R,other,Dead,9/19/17,4/14/20,Found Dead (FD),938,TRUE,"Has a thorasic mass, walking in circles from it. 3-17-20. 91-B8-2020-Tumor(severity not noted) in thoracic area-3/27/20-4/14/20(DIT)",FALSE
DO-40-2147,G27,G27W2,G27W2D1,Monday,6305,6305,40,L,other,Dead,7/18/17,4/13/20,Found Dead (FD),1000,TRUE,NA,FALSE
DO-1D-3143,G27,G27W1,G27W1D2,Monday,6189,6189,1D,3R,other,Dead,6/27/17,4/12/20,Found Dead (FD),1020,TRUE,190-B8-2019-other (severity not noted) minor blood spotting at vaginal opening. Ascities-9/3/2019-9/12/19(H),FALSE
DO-AL-0136,G27,G27W1,G27W1D1,Monday,6182,6182,AL,3L,other,Dead,6/27/17,4/12/20,Found Dead (FD),1020,TRUE,SCO-53-12/11/2017-Right Eye damage-12/11/17-2/10/20(no change in condition- case closed),FALSE
DO-AL-0163,G28,G28W1,G28W1D1,Tuesday,6469,6469,AL,L,white,Dead,9/19/17,4/12/20,Found Dead (FD),936,TRUE,tumor-like mass forming on right side 2/18/20,FALSE
DO-20-1040,G23,G23W1,G23W1D1,Tuesday,4106,4106,20,3L,black,Dead,5/31/16,4/8/20,Found Dead (FD),1408,TRUE,"3LEN, Case 17- Mild Bite Wounds to Tail- 2/20/18-4/4/18(H). Right Eye Damage 11/12/18
",FALSE
DO-1D-3123,G26,G26W2,G26W2D2,Thursday,5885,5885,1D,L,other,Dead,4/11/17,4/7/20,Found Dead (FD),1092,TRUE,distended ab.. 35-B8-2020-Erosion on dorsal neck(Severity not NOted)-2/5/2020-4/7/20(DIT),FALSE
DO-2D-4177,G28,G28W2,G28W2D2,Tuesday,6539,6539,2D,N,white,Dead,10/10/17,4/7/20,Missing (MSG),910,TRUE,275-B8-2019-Mild Bite Wounds to Tail-11/27/19-2/10/20(H),TRUE
DO-AL-0119,G26,G26W2,G26W2D1,Thursday,5878,5878,AL,3R,other,Dead,4/11/17,4/7/20,Found Dead (FD),1092,TRUE,3R,FALSE
DO-20-1171,G28,G28W1,G28W1D1,Tuesday,6472,6472,20,L,other,Dead,9/19/17,4/6/20,Found Dead (FD),930,TRUE,right eye damage,FALSE
DO-40-2136,G27,G27W1,G27W1D1,Monday,6186,6186,40,3L,other,Dead,6/27/17,4/6/20,Found Dead (FD),1014,TRUE,"appears to have a right notch
",FALSE
DO-AL-0147,G27,G27W2,G27W2D1,Monday,6301,6301,AL,L,other,Dead,7/18/17,4/6/20,Found Dead (FD),993,TRUE,"abdomen is very distended 3/11/19. 36-B8-2020-Firm, Eroded Tumor on right side(Severity not Noted)-2/6/2020-4/6/20(DIT) tumor became exposed on 3/9/20",FALSE
DO-2D-4133,G27,G27W1,G27W1D2,Monday,6190,6190,2D,2R,other,Dead,6/27/17,4/3/20,Found Dead (FD),1011,TRUE,right eye damage 6/6/18. 79A-B8-2018(observation)-Eye Damage-6/22/18-4/3/20(DIT) Moved to 3X per week observation in Feb. of 2020,FALSE
DO-20-1174,G28,G28W1,G28W1D1,Tuesday,6472,6472,20,2L,other,Dead,9/19/17,3/30/20,Found Dead (FD),923,TRUE,NA,FALSE
DO-AL-0161,G28,G28W1,G28W1D1,Tuesday,6469,6469,AL,N,white,Dead,9/19/17,3/30/20,Found Dead (FD),923,TRUE,NA,FALSE
DO-2D-4128,G26,G26W2,G26W2D2,Thursday,5887,5887,2D,3L,black,Dead,4/11/17,3/28/20,Found Dead (FD),1082,TRUE,3L,FALSE
DO-1D-3154,G27,G27W2,G27W2D2,Monday,6308,6308,1D,R,white,Dead,7/18/17,3/27/20,Found Dead (FD),983,TRUE,NA,FALSE
DO-20-1147,G27,G27W2,G27W2D1,Monday,6303,8444,20,L,other,Dead,7/18/17,3/27/20,Requested Euthanasia (RE),983,TRUE,moved to single housing per clam for barbering 3/23/20. Mouse sent to necropsy per clam for open oozing derm on dorsal neck to rule out parasitic infection. 3/27/20,FALSE
DO-1D-3116,G26,G26W2,G26W2D2,Thursday,5884,5884,1D,B,other,Dead,4/11/17,3/26/20,Found Dead (FD),1080,TRUE,B. 60-B8-2020-Tumor(Severity not Noted)-3/2/20-3/26/20(DIT),FALSE
DO-AL-0140,G27,G27W1,G27W1D1,Monday,6183,6183,AL,B,other,Dead,6/27/17,3/25/20,Found Dead (FD),1002,TRUE,NA,TRUE
DO-AL-0142,G27,G27W1,G27W1D1,Monday,6183,6183,AL,2L,other,Dead,6/27/17,3/25/20,Found Dead (FD),1002,TRUE,Has tear in right ear,FALSE
DO-40-2114,G26,G26W2,G26W2D1,Thursday,5882,5882,40,R,white,Dead,4/11/17,3/24/20,Found Dead (FD),1078,TRUE,R,FALSE
DO-AL-0145,G27,G27W2,G27W2D1,Monday,6301,6301,AL,N,white,Dead,7/18/17,3/24/20,Found Dead (FD),980,TRUE,"62-B8-2019  Moderate Bite Wounds/Dermatitis 3/18/19 BCS 2.5 alopecia erosion dorsal neck, including base of ears. 157-B8-19-Derm on dorsal neck-7/24/19(H). 304-B8-2019-Derm(severity not noted) on dorsal neck-12/23/19-1/17/20(H). Death date not recorded on card, went off of last body weight collected",FALSE
DO-1D-3190,G28,G28W2,G28W2D2,Tuesday,6538,6538,1D,2L,other,Dead,10/10/17,3/23/20,Euthanized Sick (ES),895,TRUE,"large internal mass in uterine area(spans to both sides) 2/18/20. 
Severe ascitites, open masses on back end, found on back and could not right itself. Euthanized 3/23/20",FALSE
DO-20-1181,G28,G28W2,G28W2D1,Tuesday,6533,6533,20,2R,other,Dead,10/10/17,3/23/20,Requested Euthanasia (RE),895,TRUE,messy notches. 47-B8-2020-Erosion(Severity not noted) on left shoulder-2/19/20-3/23/20(DIT). Euthanized per CLAM for unresolved derm resulting in pain and distress. 3/23/20,FALSE
DO-2D-4130,G27,G27W1,G27W1D2,Monday,6190,6190,2D,R,white,Dead,6/27/17,3/23/20,Found Dead (FD),1000,TRUE,NA,FALSE
DO-1D-3110,G26,G26W1,G26W1D2,Thursday,5843,5843,1D,2L,other,Dead,3/21/17,3/22/20,Found Dead (FD),1097,TRUE,2L,FALSE
DO-20-1071,G24,G24W1,G24W1D1,Wednesday,4972,4972,20,3R,other,Dead,9/13/16,3/19/20,Euthanized Sick (ES),1283,TRUE,3REN. right eye damage 12/12/19. 53-B8-2020-Malo and Tumor(severity not noted)-2/24/20-3/19/20(DIT).  Difficulty moving throughout pen Euthanized,FALSE
DO-40-2024,G22,G22W2,G22W2D1,Monday,3393,8617,40,3L,black,Dead,3/1/16,3/19/20,Found Dead (FD),1479,TRUE,3LEN,FALSE
DO-20-1098,G26,G26W1,G26W1D1,Thursday,5836,5836,20,R,white,Dead,3/21/17,3/16/20,Found Dead (FD),1091,TRUE,"R, vaginal bleeding 6/6/19",FALSE
DO-40-2113,G26,G26W2,G26W2D1,Thursday,5882,5882,40,N,white,Dead,4/11/17,3/16/20,Missing (MSG),1070,TRUE,"N

",FALSE
DO-20-1132,G27,G27W1,G27W1D1,Monday,6184,6184,20,B,other,Dead,6/27/17,3/9/20,Found Dead (FD),986,TRUE,NA,FALSE
DO-20-1191,G28,G28W2,G28W2D1,Tuesday,6534,6534,20,3R,other,Dead,10/10/17,3/9/20,Found Dead (FD),881,TRUE,multiples thoracic masses 2/18/20,FALSE
DO-40-2140,G27,G27W1,G27W1D2,Monday,6187,6187,40,B,other,Dead,6/27/17,3/9/20,Found Dead (FD),986,TRUE,Right eye has a tumor. 2/10/2020,FALSE
DO-AL-0184,G28,G28W2,G28W2D1,Tuesday,6531,6531,AL,3L,black,Dead,10/10/17,3/9/20,Euthanized Sick (ES),881,TRUE,NA,FALSE
DO-AL-0179,G28,G28W2,G28W2D1,Tuesday,6531,6531,AL,L,other,Dead,10/10/17,3/5/20,Euthanized Sick (ES),877,TRUE,93-B8-2019(observation)- Eye Damage-4/23/19-3/5/20(DIT) tumor-like mass on ventral neck(under daily observation since 10/20),FALSE
DO-20-1029,G22,G22W2,G22W2D1,Monday,3392,3392,20,2R,other,Dead,3/1/16,3/4/20,Found Dead (FD),1464,TRUE,"2REN, Seizure. hunched, tremor, mouse acting agitated(excessive circling) 11/25/19. Put on Daily Observation on 2/10/2020",FALSE
DO-20-1138,G27,G27W1,G27W1D1,Monday,6185,6185,20,R,white,Dead,6/27/17,3/2/20,Found Dead (FD),979,TRUE,64-B8-2017(observation)-Eye Damage-11/29/17-3/3/2020(DIT),FALSE
DO-2D-4084,G24,G24W2,G24W2D2,Wednesday,5095,5095,2D,B,other,Dead,10/11/16,3/2/20,Found Dead (FD),1238,TRUE,"Case 166-B8-2018 10/18/18 Moderate Bite Wounds.3-B8-2020- Moderate Derm and Moderate Bite Wounds- 1/3/2020-3/2/2020(DIT)
S7171503",FALSE
DO-1D-3177,G28,G28W2,G28W2D2,Tuesday,6537,8333,1D,N,white,Dead,10/10/17,2/28/20,Euthanized Sick (ES),871,TRUE,"derm on ears 11/27/18. moved to pen 8333 per CLAM for fighting 2/12/2020. 46-B8-2020-Erosion to right shoulder(severity not noted)-2/12/20-2/28/20(DIT). Euthanized on 2/28/20 for being cold, unresponsive to touch, and loss of color in tail and ears.",FALSE
DO-2D-4039,G23,G23W1,G23W1D2,Tuesday,4114,4114,2D,3R,other,Dead,5/31/16,2/28/20,Euthanized Sick (ES),1368,TRUE,"3REN-right ear missing due to derm.SCO-57-11/30/2017-Right Eye damage,No R eye 5/16/2017 Case 63- Other(Severity not noted)- 
eye damage to both eyes 6/21/18. blood present at vaginal opening 10/1/19. 15-B8-2020-Moderate Rectal Prolapse-1/16/20-2/28/20(DIT). Euthanized on 2/28/20 cold, unresponsive to touch, loss of color in paws and ears",FALSE
DO-1D-3124,G26,G26W2,G26W2D2,Thursday,5885,5885,1D,B,other,Dead,4/11/17,2/27/20,Found Dead (FD),1052,TRUE,274-B8-2019-Moderate Derm on dorsal neck and ears-11/27/19-12/16/19(H),FALSE
DO-20-1150,G27,G27W2,G27W2D1,Monday,6303,6303,20,2L,other,Dead,7/18/17,2/26/20,Found Dead (FD),953,TRUE,cataracts in both eyes 7/15/19,FALSE
DO-AL-0185,G28,G28W2,G28W2D1,Tuesday,6532,6532,AL,N,other,Dead,10/10/17,2/26/20,Found Dead (FD),869,TRUE,NA,FALSE
DO-2D-4099,G26,G26W1,G26W1D2,Thursday,5844,5844,2D,L,other,Dead,3/21/17,2/24/20,Found Dead (FD),1070,TRUE,"95-B8-2019(observation)  Suborbital mass w/gland exposure.  Some discharge.  Cornea appears fine, tearing. -4/25/19(case closed)",FALSE
DO-20-1142,G27,G27W1,G27W1D1,Monday,6185,6185,20,2L,other,Dead,6/27/17,2/22/20,Found Dead (FD),970,TRUE,64-B8-2017-eye(DIT),FALSE
DO-1D-3072,G24,G24W1,G24W1D2,Wednesday,4976,4976,1D,3L,other,Dead,9/20/16,2/18/20,Euthanized Sick (ES),1246,TRUE,3LEN.,FALSE
DO-1D-3182,G28,G28W2,G28W2D2,Tuesday,6537,6537,1D,2L1R,other,Dead,10/10/17,2/18/20,Requested Euthanasia (RE),861,TRUE,changed from 2L to 2L1R- ear notch not the best 4/13/18 hjs. Euthanized for tail trauma per clam 2/14/2020,FALSE
DO-1D-3164,G28,G28W1,G28W1D2,Tuesday,6475,6475,1D,B,other,Dead,9/19/17,2/17/20,Found Dead (FD),881,TRUE,distended abdomen 12/30/19,FALSE
DO-1D-3180,G28,G28W2,G28W2D2,Tuesday,6537,6537,1D,B,other,Dead,10/10/17,2/14/20,Requested Euthanasia (RE),857,TRUE,mass forming right below vaginal opening10/29/19. Euthanized for tail trauma per clam 2/14/2020,FALSE
DO-2D-4139,G27,G27W1,G27W1D2,Monday,6191,6191,2D,L,other,Dead,6/27/17,2/14/20,Found Dead (FD),962,TRUE,"SCO-58-2017(observation-previously case 59)- Mild Derm on Ears-11/22/17- 2/10/20( no change in condition case closed)
",FALSE
DO-AL-0105,G26,G26W1,G26W1D1,Thursday,5837,5835,AL,N,white,Dead,3/21/17,2/12/20,Euthanized Sick (ES),1058,TRUE,N.281-B8-2019-Eyes Damage(severity not noted)-12/7/19-2/12/20(DIT). Mouse found unresponsive and lying on side. Euthanized,FALSE
DO-AL-0181,G28,G28W2,G28W2D1,Tuesday,6531,6531,AL,2R,other,Dead,10/10/17,2/12/20,Found Dead (FD),855,TRUE,"lethargic, hunched 12/30/19",FALSE
DO-20-1100,G26,G26W1,G26W1D1,Thursday,5836,5836,20,B,other,Dead,3/21/17,2/11/20,Found Dead (FD),1057,TRUE,B,FALSE
DO-20-1128,G26,G26W2,G26W2D1,Thursday,5881,8328,20,3L,black,Dead,4/11/17,2/11/20,Found Dead (FD),1036,TRUE,3L. Separated to pen 8328 per clam for derm 1/28/20,FALSE
DO-1D-3084,G24,G24W2,G24W2D2,Wednesday,5093,5093,1D,B,other,Dead,10/4/16,2/10/20,Found Dead (FD),1224,TRUE,distended abdomen 12/5/19,FALSE
DO-1D-3092,G24,G24W2,G24W2D2,Wednesday,5094,5094,1D,B,other,Dead,10/4/16,2/10/20,Found Dead (FD),1224,TRUE,"B
S7170561-8",NA
DO-20-1177,G28,G28W2,G28W2D1,Tuesday,6533,6533,20,N,white,Dead,10/10/17,2/7/20,Euthanized Sick (ES),850,TRUE,"Euthanized in response to a red tag on 2/7/2020, cold, severely hunched, sunken in sides, grimace score of 3 and keeps ears pinned to head, eyes held closed- euthanized",TRUE
DO-2D-4119,G26,G26W2,G26W2D2,Thursday,5886,5886,2D,3R,other,Dead,4/11/17,2/7/20,Found Dead (FD),1032,TRUE,"3R. 311-B8-2019-Severe Tumor on right shoulder-12/31/192/7/20(DIT)- started on Buprenorphine SR on 1/31/2020,",FALSE
DO-1D-3142,G27,G27W1,G27W1D2,Monday,6189,6189,1D,2L,other,Dead,6/27/17,2/6/20,Found Dead (FD),954,TRUE,"vaginal bleeding 9/3/19 case 190
190-B8-2019-other(severity not noted)both have minor spotting at vaginal opening. Ascities-9/3/2019-9/23/
",FALSE
DO-20-1054,G23,G23W2,G23W2D1,Tuesday,4335,4335,20,2L,other,Dead,6/21/16,2/6/20,Found Dead (FD),1325,TRUE,2LEN,FALSE
DO-2D-4142,G27,G27W1,G27W1D2,Monday,6191,6191,2D,2L,other,Dead,6/27/17,2/5/20,Found Dead (FD),953,TRUE,"SCO-58-2017(observation-previously case 59)- Mild Derm on Ears-11/22/17-2/5/20(DIT)
",FALSE
DO-20-1180,G28,G28W2,G28W2D1,Tuesday,6533,6533,20,B,other,Dead,10/10/17,2/4/20,Found Dead (FD),847,TRUE,NA,FALSE
DO-1D-3104,G26,G26W1,G26W1D2,Thursday,5842,5842,1D,2L1R,other,Dead,3/21/17,2/1/20,Failed to Recover (FTR),1047,TRUE,2L1R. Failed to recover during PIXI/Echo testing 1/31/2020,FALSE
DO-2D-4097,G26,G26W1,G26W1D2,Thursday,5844,5844,2D,N,white,Dead,3/21/17,2/1/20,Failed to Recover (FTR),1047,TRUE,N. Failed to recover during PIXI/Echo testing 1/31/2020,FALSE
DO-40-2097,G26,G26W1,G26W1D1,Thursday,5840,5840,40,N,white,Dead,3/21/17,2/1/20,Failed to Recover (FTR),1047,TRUE,N. Failed to recover during PIXI/Echo testing 1/31/2020,FALSE
DO-40-2108,G26,G26W1,G26W1D2,Thursday,5841,5841,40,B,other,Dead,3/21/17,2/1/20,Failed to Recover (FTR),1047,TRUE,B. Failed to recover during PIXI/Echo testing 1/31/2020,FALSE
DO-AL-0102,G26,G26W1,G26W1D1,Thursday,5835,5835,AL,2L,other,Dead,3/21/17,1/31/20,Found Dead (FD),1046,TRUE,2L. Distended abdomen 8/29/19,FALSE
DO-20-1116,G26,G26W2,G26W2D1,Thursday,5880,5880,20,B,other,Dead,4/11/17,1/30/20,Euthanized Sick (ES),1024,TRUE,B. Euthanized in response to a red tag. Cold and unresponsive to touch 1/30/20,FALSE
DO-2D-4083,G24,G24W2,G24W2D2,Wednesday,5095,5095,2D,L,other,Dead,10/11/16,1/30/20,Euthanized Sick (ES),1206,TRUE,"126-B8-2018  Moderate Other - Missing Eye, 
S7171503",FALSE
DO-20-1126,G26,G26W2,G26W2D1,Thursday,5881,5881,20,2L,other,Dead,4/11/17,1/28/20,Found Dead (FD),1022,TRUE,"2L. Subdermal lipoma on dorsal neck 8/9/18. Piloerection, ruffled fur, tremor 9/13/18",FALSE
DO-1D-3136,G27,G27W1,G27W1D2,Monday,6188,6188,1D,3L,other,Dead,6/27/17,1/27/20,Found Dead (FD),944,TRUE,head tilt 7/15/19(gave gel cup) 7/11/19,FALSE
DO-2D-4144,G27,G27W1,G27W1D2,Monday,6191,6191,2D,3L,other,Dead,6/27/17,1/27/20,Found Dead (FD),944,TRUE,"SCO-58-2017(observation-previously case 59)- Mild Derm on Ears-11/22/17-1/27/20(DIT)
",TRUE
DO-20-1056,G23,G23W2,G23W2D1,Tuesday,4335,4335,20,3L,other,Dead,6/21/16,1/23/20,Found Dead (FD),1311,TRUE,3LEN,FALSE
DO-20-1065,G24,G24W1,G24W1D1,Wednesday,4972,4972,20,N,white,Dead,9/20/16,1/21/20,Found Dead (FD),1218,TRUE,"NEN. skin starting to look irritated above right ear. keep an eye out for derm 5/22/19. distended abdomen, mass in rectal area, skin appears blue/black in color 1/9/20",TRUE
DO-2D-4092,G24,G24W2,G24W2D2,Wednesday,5096,5096,2D,B,other,Dead,10/4/16,1/21/20,Found Dead (FD),1204,TRUE,"B. piloerection across body and head, cold to touch 1/9/20
S7170554-6",FALSE
DO-1D-3131,G27,G27W1,G27W1D2,Monday,6188,6188,1D,L,other,Dead,6/27/17,1/20/20,Found Dead (FD),937,TRUE,NA,TRUE
DO-1D-3171,G28,G28W1,G28W1D2,Tuesday,6476,6476,1D,L,other,Dead,9/19/17,1/20/20,Euthanized Sick (ES),853,TRUE,"Euthanized during Bld 1. lying on side, unresponsive, cold, BCS1",FALSE
DO-AL-0149,G27,G27W2,G27W2D1,Monday,6301,6301,AL,2R,other,Dead,7/18/17,1/20/20,Found Dead (FD),916,TRUE,NA,FALSE
DO-AL-0191,G28,G28W2,G28W2D1,Tuesday,6532,6532,AL,3R,black,Dead,10/10/17,1/20/20,Found Dead (FD),832,TRUE,tail bites 11/12/19. 260-B8-2019- Moderate Bite Wounds to Tail-11/11/19-12/27/19(H),FALSE
DO-1D-3112,G26,G26W1,G26W1D2,Thursday,5843,5843,1D,3L,black,Dead,3/21/17,1/16/20,Found Dead (FD),1031,TRUE,3L,FALSE
DO-40-2039,G23,G23W1,G23W1D1,Tuesday,4108,4108,40,3R,other,Dead,5/31/16,1/16/20,Found Dead (FD),1325,TRUE,3REN,FALSE
DO-2D-4124,G26,G26W2,G26W2D2,Thursday,5887,5887,2D,B,other,Dead,4/11/17,1/15/20,Found Dead (FD),1009,TRUE,SCO-07-2017(observation)-Eye Damage(Opacity in Right eye)-11/29/17-,FALSE
