age.and.feature	herit	herit.se	LRT.pval
M28_PCoA2	6.37233822030359e-07	3.77617297676081e-08	0.994183786969906
M28_PCoA3	0.13694548456396	0.153714897378987	0.392614552660087
M28_Prevotella	0.157940106000831	0.136067339447237	0.204632032311538
M28_Romboutsia	3.1164532558772e-07	2.83435387680645e-08	1
M28_Roseburia	0.136364995119155	0.128109783004546	0.227637985850916
M28_RuminiclostridiumE	0.00878935484327559	0.120236897468933	0.945233281087627
M28_Schaedlerella	0.0209397668148861	0.11456137286507	0.847861098495327
M28_Shannon	0.0552192643031152	0.118959314193721	0.594816809281068
M28_Simpson	0.0232456322189228	0.110071574386316	0.80493034210291
M28_Staphylococcus	0.0202979131105786	0.0959247032600858	0.823553944340429
M28_TF0111	0.182057271277766	0.140978075309198	0.147059129129611
M28_Turicibacter	0.0783702777945238	0.109433288846772	0.471641051164355
M28_UBA11940	0.324506219752807	0.157542879892888	0.0209658944811068
M28_UBA11957	0.0911477547963357	0.126078425306019	0.400920657966887
M28_UBA1394	0.0976815360076432	0.143200903102959	0.488559201842457
M28_UBA1405	6.56883638197853e-08	6.12602789703633e-09	1
M28_UBA2882	0.185464127618835	0.155294389211974	0.202224500095142
M28_UBA3282	9.28471871979533e-08	6.11715876169708e-09	0.995270886263376
M28_UBA3700	0.10586035847097	0.144850423329347	0.441551305471555
M28_UBA3700NOV	0.280362517264597	0.157499515519229	0.059019538786196
M28_UBA3818	9.81425335830088e-08	6.85795277756044e-09	1
M28_UBA7160	0.0779134978221712	0.148318176504043	0.625176586332252
M28_UBA7173	0.340510291705964	0.153464119556356	0.0335485755562441
M28_UBA7182	0.168453887410472	0.13988541113229	0.17918735658825
M28_UBA946	8.21169059122695e-08	5.12426906875843e-09	0.997888554617387
M28_UBA9475	8.75580171585245e-08	5.78237659475697e-09	0.994561926072866
M28_UBA9502	5.6635909594881e-07	4.03949424903969e-08	1
M28_UMGS1004	2.57538941770323e-07	0.132625835390969	1
M28_UMGS1217	6.78189684128589e-08	5.46509780734368e-09	0.999594572308913
M28_UMGS1370	0.199712595258445	0.162203089121895	0.191968030495243
M28_UMGS1815	0.0713962089733564	0.135614376559457	0.57892613320791
M28_UMGS1872	0.0933778660121553	0.139022617107222	0.472149503160415
M28_UMGS268	0.251218865752573	0.145620086086548	0.0349263795312522
M28_uniq	5.48229977798984e-07	3.55778598692486e-08	0.997146791422144
M28_X142	0.0494007109297935	0.14411906366494	0.756026834178637
M28_X1XD4269	9.10601707871292e-08	5.60167708632081e-09	1
M28_X1XD876	0.0951045234038425	0.149257875091593	0.534958202058612
M5_Acetatifactor	0.194247067822549	0.0961432208603287	0.0263190865062399
M5_Acutalibacter	0.200296883049162	0.0984178917011154	0.0168397827564256
M5_Adlercreutzia	0.157090952456499	0.0870590714099903	0.0314100814157577
M5_AF3328	0.0691516425922209	0.0878462502501339	0.409316638838251
M5_Akkermansia	0.0422812499956305	0.0700379911974467	0.52520469518497
M5_Alistipes	0.0682110840020361	0.0350100009864317	0.002849022625391
M5_AM0715	0.134777788947078	0.0930545868360543	0.0816750737178611
M5_Anaerotignum	0.238175194146329	0.0962529963819712	0.00376791318254599
M5_Anaerotruncus	0.201980926921542	0.098610850378855	0.0155854593206994
M5_AnaerovoracaceaeNOV	0.182506649098276	0.0920134429381836	0.0200587672354551
M5_Angelakisella	0.307723607896116	0.102199776567576	0.000332464697234469
M5_ASF356	0.190894640133314	0.106086335725094	0.0375319849525039
M5_Bacteroides	0.180361004939774	0.0962766337943723	0.0294790420979847
M5_Bifidobacterium	0.0554303129597533	0.105146376036682	0.645516828311954
M5_BorkfalkiaceaeNOV	0.0851001436610766	0.0896425756509129	0.288807497704218
M5_ButyricicoccaceaeNOV	0.0888991089186083	0.0916584679492744	0.269815854510317
M5_CAG115	0.166820082794553	0.0916182804706088	0.0525286546447926
M5_CAG145	0.413847025973052	0.098929002316661	5.62924667990572e-08
M5_CAG273	0.110831530262153	0.0901694061155111	0.172369455698444
M5_CAG274NOV	0.0845122613486531	0.0928188450517534	0.321847170133813
M5_CAG303	0.304771322960308	0.0999731148108165	0.000112383000554384
M5_CAG41	0.225198006725196	0.0984335268952034	0.010044137263582
M5_CAG475	0.0594893591377895	0.0947439462453471	0.506300061060674
M5_CAG485	0.170700572689286	0.0930313067668715	0.0310026723736522
M5_CAG510	0.054491970662372	0.0916294224725549	0.552283172359708
M5_CAG552NOV	0.237365224724602	0.105548886316532	0.00516267539086146
M5_CAG56	0.201291923793473	0.0931550503489283	0.00822000677853729
M5_CAG582	0.0570800016976561	0.0858591738655294	0.473790398787042
M5_CAG776	0.107273104657406	0.0889565888636063	0.19373302419807
M5_CAG81	0.156607604544737	0.0955206523430125	0.0597520561495968
M5_CAG873	0.109709884673503	0.101419841786624	0.263759313246853
M5_CAG95	2.62591328136135e-07	0.0851886928251056	1
M5_Chao1	0.0811961055392226	0.0981335267763331	0.375232238312513
M5_Clostridium	1.28327304947479e-07	0.0815250106630819	1
M5_ClostridiumQ	0.0183961595573656	0.0935150326372516	0.85128774515081
M5_COE1	0.0879209055224421	0.0943015524779561	0.305574071572148
M5_D1663	0.0280595281571112	0.0690579987237994	0.670963629104787
M5_Desulfovibrio	0.0411598367048628	0.0345900653689658	0.166716141025071
M5_Dorea	0.0448010231541095	0.0899432872514793	0.601762959065121
M5_Dubosiella	3.41497262506334e-07	1.81147535615755e-08	0.996682361037562
M5_Duncaniella	0.0754030911660398	0.0982879557908705	0.445283375451962
M5_Emergencia	0.0171847542822927	0.086193536586701	0.848754692798365
M5_EnterococcusD	0.375961478027096	0.112140692216603	3.43833691889284e-05
M5_ErysipelatoclostridiaceaeNOV	0.172707456719216	0.101598444514087	0.0613375307196991
M5_Erysipelatoclostridium	0.215198829794245	0.107300651171534	0.0238159395858639
M5_ErysipelotrichaceaeNOV	0.130529189388506	0.100486086581573	0.156406827684229
M5_Escherichia	0.298993426152467	0.108990842193059	0.000622888086340367
M5_EubacteriumF	0.153744439348015	0.0957686119493501	0.0619211011364447
M5_EubacteriumG	4.35233069493621e-08	2.30679667021422e-09	1
M5_EubacteriumJ	0.12513919601102	0.0989531467684866	0.174529803209654
M5_Evtepia	0.214558453340675	0.0880165863007702	0.00191066662855865
M5_Flavonifractor	0.102113294567132	0.0928514581368557	0.214358538868434
M5_HungatellaA	0.0952673360178808	0.0951143525095097	0.263566881898135
M5_Ileibacterium	0.230037905919483	0.0963702881072867	0.00267531853414604
M5_Kineothrix	0.0493514441084948	0.0920121718445868	0.576838046611875
M5_Lachnospira	0.103950228639379	0.0881848918949179	0.180424862552535
M5_LachnospiraceaeNOV	0.0637425826130545	0.0841903181330858	0.41197896386465
M5_Lactobacillus	0.308119475820718	0.0993518976071022	6.61308676522809e-05
M5_Lawsonibacter	0.177102057021792	0.0916169724063092	0.0199737217326372
M5_Ligilactobacillus	2.36392651229131e-07	2.82291954744424e-08	1
M5_Limosilactobacillus	0.288768171862366	0.0965651799868398	0.000341307736292817
M5_Mailhella	0.160685649497905	0.0936999263080764	0.0448618877915915
M5_MarseilleP3106	0.0983198871340208	0.0972388939107014	0.262643595499011
M5_MuribaculaceaeNOV	0.0144103316147195	0.0398885090100741	0.702334069448225
M5_Muribaculum	0.230648536443092	0.0912301070630448	0.0023655957163915
M5_Oscillibacter	0.1085140938062	0.0870068540849833	0.141814081625168
M5_OscillospiraceaeNOV	0.197485728713296	0.0977756215425305	0.0230151019509934
M5_Paramuribaculum	0.1653080675546	0.106233076329563	0.100789365574553
M5_Parvibacter	0.1097331721672	0.0839653665601889	0.15299835746131
M5_PCoA1	0.107372460880399	0.0914663317965468	0.205808810716636
M5_PCoA2	0.0566771939465529	0.0860582303846205	0.484127521697467
M5_PCoA3	0.0615568069292471	0.0667928032144381	0.318631898465786
M5_Prevotella	0.213703236580422	0.102610093459105	0.0227644510103283
M5_Romboutsia	0.163956813013514	0.109538032103416	0.111491459513327
M5_Roseburia	3.10053031515381e-07	3.49995097823345e-08	1
M5_RuminiclostridiumE	0.0071134296959567	0.0745403450313762	0.919810933458034
M5_Schaedlerella	0.075364110412373	0.0923607771003186	0.406714579143571
M5_Shannon	0.0728770545322389	0.0936047694391064	0.403310419712194
M5_Simpson	0.0370036851058086	0.0868584860279859	0.651744013635959
M5_Staphylococcus	5.09371855952591e-08	5.46210071932303e-09	1
M5_TF0111	0.179919763596871	0.103854809932607	0.0525321181081415
M5_Turicibacter	0.0867703603468801	0.0866702813517323	0.244229144938014
M5_UBA11940	0.187243555273372	0.0975019193626246	0.0206907869691476
M5_UBA11957	0.32087690528691	0.0957116617950784	4.45108507574066e-05
M5_UBA1394	0.142400364827303	0.0994584450442183	0.0963991823684213
M5_UBA1405	0.0778909336580636	0.0466753984747443	0.0697497204539953
M5_UBA2882	0.272660372002988	0.0989513692535436	0.000954412997008935
M5_UBA3282	0.151417526692487	0.096039562710428	0.059250625391453
M5_UBA3700	0.111178697109498	0.0996470276343794	0.22203053367038
M5_UBA3700NOV	0.0975075678029963	0.0899700444157796	0.215762960637389
M5_UBA3818	0.18967639997348	0.110080258266303	0.0516389938335798
M5_UBA7160	0.098346247345749	0.0803207271288754	0.148593229274111
M5_UBA7173	0.293213394716987	0.110674373768716	0.00308701336420569
M5_UBA7182	0.118127957378596	0.0931301218296788	0.159816935625897
M5_UBA946	0.134122705984874	0.0935135959315726	0.11638190214108
M5_UBA9475	0.254452334455049	0.0889518483664837	0.000284551784837883
M5_UBA9502	0.0552265702228141	0.0956077095418812	0.556684296026052
M5_UMGS1004	0.195815501131107	0.0927704775276333	0.0142534468617542
M5_UMGS1217	0.148982817236025	0.0914384344190949	0.0709637200063813
M5_UMGS1370	0.0808010508557519	0.09399535012242	0.360768994985268
M5_UMGS1815	0.0848337134709577	0.0938732559922122	0.320972988218806
M5_UMGS1872	0.203400638393379	0.0947964240105162	0.0115905319144372
M5_UMGS268	0.235709637613116	0.102283627527098	0.00443813063603671
M5_uniq	0.0576015556113369	0.095281267033409	0.540920884716197
M5_X142	0.021592006845789	0.0924664817079626	0.820592261019473
M5_X1XD4269	0.0257645972251293	0.0839932274448194	0.747496629366416
M5_X1XD876	0.214632895945113	0.106189128087491	0.0214478235839869
