feature	is.community.feat	solution.age	std.error.age	pval.age	padj.age	solution.1D	solution.2D	solution.20	solution.40	std.error.1D	std.error.2D	std.error.20	std.error.40	pval.DR	padj.DR	herit	herit.se	herit.pval	herit.padj	PVE.Cohort	PVE.Quarter.Date	PVE.Cage	PVE.Batch	PVE.Mouse
GGB28864	N	 0.26794168	0.07170712	0.00021332	0.00048893	 0.05904456	-0.09440490	 0.23053055	 0.43794636	0.06455275	0.06395180	0.06076357	0.06437324	0.00000000	0.00000000	0.00000004	0.00000001	1.00000000	1.00000000	0.13995669	0.33068316	0.05336629	0.11395567	0.00000013
GGB28866	N	-0.20011768	0.02738929	0.00000000	0.00000000	-0.14481721	-0.29357510	-0.06427661	-0.01961570	0.06819609	0.06765243	0.06654819	0.06926738	0.00016775	0.00025114	0.07200733	0.03262884	0.01734570	0.03623013	0.00000007	0.00895627	0.00000005	0.02448412	0.16967222
GGB28869	N	-0.12315816	0.02829127	0.00001342	0.00003546	-0.06495691	-0.15149041	-0.14739716	-0.25617530	0.07197313	0.07153673	0.07054620	0.07283385	0.00680153	0.00815553	0.02374245	0.02204409	0.24543513	0.31882524	0.00009358	0.00982336	0.02377497	0.02113109	0.05052010
GGB28870	N	 0.01230282	0.03579004	0.73154254	0.75787807	 0.05428084	 0.24843974	 0.27826244	 0.51637637	0.08978662	0.08940428	0.08579230	0.09030082	0.00000003	0.00000006	0.06291117	0.02522169	0.00855630	0.02071104	0.02718514	0.01365946	0.07439865	0.10384588	0.04029052
GGB28875	N	-0.18765555	0.02638884	0.00000000	0.00000000	 0.29804045	 0.38494046	 0.15965331	 0.16250356	0.07673129	0.07595452	0.07464249	0.07740084	0.00000509	0.00000885	0.00361273	0.02013524	0.85732286	0.94087551	0.00861816	0.00000009	0.03290685	0.04528604	0.06035298
GGB28879	N	-0.06125256	0.02598306	0.01839642	0.02959424	-0.09567802	-0.00826025	-0.12623828	 0.08441952	0.07214122	0.07202000	0.07063902	0.07321888	0.05656836	0.06261199	0.03016405	0.02966502	0.29680031	0.36966792	0.00715680	0.00475890	0.00967782	0.01594072	0.18200220
GGB28881	N	 0.11255139	0.02604636	0.00001546	0.00004044	-0.17390581	-0.20508872	-0.17761480	-0.27687889	0.07654036	0.07602184	0.07440387	0.07748657	0.00425848	0.00525212	0.05380036	0.02743872	0.03867892	0.06859299	0.03818160	0.00000026	0.02871101	0.04386104	0.07681702
GGB28883	N	-0.10997200	0.02792179	0.00008207	0.00019682	 0.04945843	 0.18817993	-0.05594475	-0.27548900	0.07069958	0.07024948	0.06919909	0.07160671	0.00000015	0.00000029	0.02642797	0.02583151	0.28478312	0.36311726	0.00408396	0.00902549	0.01219328	0.02024410	0.12227145
GGB28887	N	 0.16191540	0.02897002	0.00000002	0.00000009	-0.15135607	-0.21470678	 0.13590916	 0.26653901	0.08164797	0.08255555	0.07898164	0.08248492	0.00000025	0.00000047	0.04319040	0.02232198	0.04374132	0.07309033	0.14228230	0.00884130	0.08252620	0.03749762	0.03847341
GGB28888	N	 0.18452461	0.02996585	0.00000000	0.00000000	-0.14506067	-0.36481950	-0.35162401	-0.57812359	0.07231177	0.07215244	0.07054179	0.07331746	0.00000000	0.00000000	0.05014173	0.02860105	0.04504597	0.07431150	0.01849964	0.01376949	0.01571543	0.02640091	0.15732776
GGB28889	N	-0.13382923	0.03282689	0.00004591	0.00011324	 0.13548645	 0.14732312	 0.19429532	 0.28373543	0.08079565	0.08074436	0.07862514	0.08165718	0.00907432	0.01058670	0.02101759	0.02245113	0.29682017	0.36966792	0.00000008	0.01794936	0.04457016	0.03858073	0.09797677
GGB28892	N	-0.01205128	0.02858595	0.67335732	0.71279727	 0.13976174	 0.34451612	 0.41367885	 0.91180774	0.08226902	0.08363541	0.07994250	0.08328009	0.00000000	0.00000000	0.03073485	0.02484957	0.21829734	0.28994365	0.03959595	0.00967524	0.08885297	0.02814080	0.08081915
GGB28893	N	-0.04347515	0.02478675	0.07911447	0.10899281	-0.07736376	-0.31046703	 0.15246376	 0.05070223	0.08752998	0.09096140	0.08449053	0.08865113	0.00035656	0.00051881	0.03202419	0.02305554	0.11457469	0.16860708	0.03783609	0.00259718	0.16789705	0.02317849	0.11088573
GGB28894	N	 0.38572386	0.05451354	0.00000000	0.00000000	 0.08905346	 0.24702960	-0.08956780	 0.10567106	0.08063636	0.08009138	0.07535569	0.08024856	0.00194335	0.00251664	0.00000005	0.00000001	0.99356723	1.00000000	0.20589238	0.10930343	0.08757029	0.14900238	0.00000006
GGB28895	N	-0.30522343	0.02145284	0.00000000	0.00000000	-0.18119658	-0.37932974	 0.05268473	 0.08528475	0.07605272	0.07778024	0.07439912	0.07738174	0.00000013	0.00000025	0.01701417	0.02776562	0.54400094	0.62900108	0.00997952	0.00000007	0.06995027	0.01326260	0.16277754
GGB28898	N	-0.09549047	0.02518636	0.00015018	0.00035041	 0.03139835	-0.14268090	 0.01507948	-0.06894490	0.07344805	0.07277030	0.07173476	0.07422625	0.15546158	0.16501864	0.00000047	0.00000001	1.00000000	1.00000000	0.00000008	0.00064654	0.01730217	0.02677968	0.12328713
GGB28901	N	-0.17254996	0.02330037	0.00000000	0.00000000	 0.02501945	-0.17595691	 0.13605480	 0.42482448	0.07363850	0.07446167	0.07210661	0.07489982	0.00000000	0.00000000	0.02895645	0.03191364	0.36092509	0.44094150	0.01182319	0.00205784	0.02552733	0.01213838	0.22516833
GGB28904	N	-0.08681553	0.03330525	0.00914647	0.01611522	-0.11485771	-0.11206643	-0.30974238	-0.43780884	0.07358121	0.07322367	0.07165822	0.07463553	0.00000001	0.00000003	0.08648026	0.02899304	0.00038111	0.00200907	0.01171504	0.02167433	0.01999331	0.03592408	0.08992600
GGB28909	N	-0.17041329	0.02766624	0.00000000	0.00000000	 0.42675903	 0.66552675	 0.50968994	 0.84683196	0.08201719	0.08288963	0.07950612	0.08290302	0.00000000	0.00000000	0.02538413	0.02339835	0.24619710	0.31882524	0.05518620	0.00587724	0.07714620	0.03623865	0.09550140
GGB28912	N	 0.50037505	0.08785065	0.00000001	0.00000005	 0.07577958	 0.04135857	 0.10431976	 0.15645296	0.05141991	0.05046198	0.04832960	0.05115301	0.02920023	0.03288200	0.00000002	0.00000000	1.00000000	1.00000000	0.24654478	0.38057590	0.01669277	0.14154758	0.00000002
GGB28916	N	-0.19251448	0.03379385	0.00000001	0.00000005	 0.16919744	 0.46098470	 0.33877182	 0.40909624	0.07361536	0.07357785	0.07220993	0.07463880	0.00000000	0.00000000	0.04861544	0.02470812	0.04145977	0.07076376	0.00557047	0.02992971	0.03123951	0.01906918	0.03128464
GGB28924	N	 0.02246681	0.03815521	0.55570244	0.60985988	-0.18889118	-0.34700698	-0.09815303	 0.13327810	0.08390829	0.08507517	0.08114112	0.08478740	0.00000320	0.00000572	0.05897058	0.02394956	0.00725148	0.01841308	0.06333129	0.03753799	0.09276052	0.03724063	0.03386708
GGB28926	N	-0.21623148	0.03037533	0.00000000	0.00000000	-0.27344785	-0.48432860	-0.30963573	-0.59522611	0.07084708	0.07120554	0.06937206	0.07180588	0.00000000	0.00000000	0.01730646	0.02616974	0.51132767	0.60197212	0.00631113	0.02435709	0.03282280	0.01721138	0.13699816
GGB28927	N	-0.16120977	0.02627773	0.00000000	0.00000000	-0.11757938	-0.21734547	-0.32512914	-0.48668797	0.06461643	0.06391581	0.06329037	0.06562785	0.00000000	0.00000000	0.06643646	0.02775796	0.00746604	0.01877384	0.00656858	0.00725167	0.00000008	0.01631042	0.08565415
GGB28932	N	-0.28280117	0.02920492	0.00000000	0.00000000	 0.38495408	 0.39522874	 0.12314141	 0.18420509	0.09402173	0.09531101	0.08917672	0.09430691	0.00005770	0.00009112	0.03721524	0.02136452	0.06105168	0.09412134	0.03604848	0.00383427	0.16148768	0.07318800	0.04502826
GGB28933	N	-0.14354638	0.02936674	0.00000102	0.00000311	-0.18508870	-0.50871521	-0.31211270	-0.40042645	0.07841354	0.07921736	0.07553661	0.07940697	0.00000000	0.00000000	0.13514555	0.03763581	0.00003943	0.00036476	0.02882096	0.01146820	0.04943330	0.04119424	0.17147101
GGB28934	N	-0.04199761	0.02944386	0.15381532	0.19528513	-0.09379423	-0.18426691	-0.12524113	-0.37556070	0.07409374	0.07304925	0.07202522	0.07471289	0.00001818	0.00002980	0.01386344	0.02324931	0.56785225	0.64790191	0.00000009	0.00605756	0.01880029	0.04563833	0.07266867
GGB28944	N	 0.01563123	0.02828019	0.58057872	0.62916271	 0.13413608	 0.06761613	 0.44724615	 0.89526842	0.08502245	0.08739679	0.08153119	0.08578531	0.00000000	0.00000000	0.06354281	0.02602585	0.00667194	0.01745487	0.09161454	0.00954081	0.13720824	0.03414100	0.09126018
GGB28946	N	-0.04478486	0.02688578	0.09574666	0.12717120	-0.43969915	-0.59952945	-0.44489393	-0.77122377	0.07053267	0.07202554	0.06892213	0.07197275	0.00000000	0.00000000	0.15112241	0.03899985	0.00001186	0.00015353	0.03267504	0.01312481	0.03460340	0.01117584	0.16267447
GGB28948	N	-0.02345018	0.02913039	0.42086449	0.48019340	-0.35445201	-0.61854332	-0.75415982	-1.18351404	0.06843144	0.06834341	0.06669773	0.06938882	0.00000000	0.00000000	0.08542411	0.02606548	0.00003777	0.00036231	0.05332826	0.01615699	0.03386011	0.03377169	0.04116253
GGB28949	N	-0.06009786	0.02357800	0.01076926	0.01871973	-0.15101150	-0.28997220	-0.28281747	-0.66796674	0.07231077	0.07287837	0.07116581	0.07368672	0.00000000	0.00000000	0.07709554	0.02613849	0.00023800	0.00148265	0.01387635	0.00250304	0.03673576	0.01005355	0.04070529
GGB28950	N	 0.13977426	0.04466198	0.00180007	0.00350540	 0.21462558	 0.23383220	 0.51671101	 1.16405856	0.07188224	0.07150402	0.06881531	0.07217804	0.00000000	0.00000000	0.01960883	0.01583152	0.16555185	0.22929374	0.03579925	0.10751043	0.06989272	0.09484564	0.01360783
GGB28951	N	-0.23178043	0.02754931	0.00000000	0.00000000	-0.24780105	-0.59419970	-0.28157071	-0.52283215	0.07160848	0.07139029	0.06995027	0.07258030	0.00000000	0.00000000	0.05871295	0.02645965	0.01421822	0.03117593	0.00000008	0.00920474	0.03102054	0.03049656	0.06330434
GGB28954	N	-0.03273131	0.03322973	0.32440600	0.38018621	-0.44476428	-0.84531426	-0.36683761	-0.24909482	0.07548085	0.07693947	0.07377934	0.07661804	0.00000000	0.00000000	0.00556968	0.02838233	0.85611929	0.94087551	0.01075632	0.03368813	0.05142486	0.01245438	0.20447276
GGB28955	N	-0.08971493	0.04528799	0.04746016	0.06867140	-0.07735729	-0.18611994	 0.06522659	-0.02213236	0.08164519	0.08185205	0.07873334	0.08224690	0.07121644	0.07782725	0.01390683	0.02180669	0.52920234	0.61463411	0.04960134	0.06997363	0.06384873	0.05361635	0.09344811
GGB28956	N	-0.10328321	0.02334204	0.00000965	0.00002603	-0.13411518	-0.11914659	-0.37030152	-0.65709855	0.06962552	0.06968992	0.06828750	0.07086157	0.00000000	0.00000000	0.07979667	0.02646697	0.00010321	0.00075639	0.03282141	0.00161435	0.02337397	0.01703783	0.06892430
GGB28957	N	 0.41229677	0.04854316	0.00000000	0.00000000	-0.35896848	-0.52397623	-0.04259562	-0.34173276	0.08545734	0.08450508	0.07888998	0.08468136	0.00000000	0.00000000	0.00000019	0.00000002	1.00000000	1.00000000	0.13421476	0.06560129	0.09472845	0.26669360	0.00000024
GGB28958	N	 0.00112053	0.02826265	0.96855489	0.96855489	-0.05977688	-0.01950945	-0.09467504	-0.17996184	0.07711232	0.07737795	0.07548847	0.07814706	0.19559217	0.20344727	0.02640611	0.02545420	0.32335596	0.40071385	0.04195815	0.00767894	0.03937872	0.02084983	0.07859774
GGB28960	N	-0.14860538	0.02844102	0.00000017	0.00000059	-0.31020837	-0.63366271	-0.33161232	-0.59529657	0.07198820	0.07222404	0.07005951	0.07308098	0.00000000	0.00000000	0.08853793	0.03428103	0.00423075	0.01191048	0.01295970	0.01257449	0.02507443	0.02929964	0.16510224
GGB28961	N	-0.03612682	0.02730224	0.18575107	0.22909298	-0.04504980	-0.21151304	-0.04259807	 0.12893412	0.07428559	0.07542617	0.07245719	0.07559414	0.00255854	0.00323249	0.11043763	0.03301294	0.00007313	0.00057394	0.08667664	0.00954133	0.03732634	0.01682045	0.14050119
GGB28963	N	-0.06112317	0.02794354	0.02872532	0.04428487	-0.17558603	-0.43798768	-0.35936285	-0.57219957	0.06961986	0.06944119	0.06806097	0.07054768	0.00000000	0.00000000	0.01963406	0.02848124	0.48743935	0.57646937	0.01741634	0.01108246	0.00990900	0.01908505	0.18797488
GGB28967	N	-0.08715211	0.02334257	0.00018874	0.00043646	-0.20062583	-0.24284675	-0.45801813	-0.80717732	0.07371063	0.07383401	0.07210290	0.07474797	0.00000000	0.00000000	0.03957691	0.02231283	0.04810220	0.07835516	0.05066929	0.00000008	0.04686698	0.02599428	0.02408162
GGB28980	N	-0.06348668	0.02689306	0.01823948	0.02952517	-0.40478305	-0.62647793	-0.46111662	-0.67143645	0.07316332	0.07332742	0.07134402	0.07421058	0.00000000	0.00000000	0.05184931	0.02837376	0.02815598	0.05246330	0.01391576	0.00723674	0.02530425	0.02612522	0.16765629
GGB28981	N	-0.13382910	0.03189160	0.00002712	0.00006818	-0.41561376	-0.77093691	-0.54761301	-1.00951283	0.07312496	0.07382025	0.07095477	0.07416726	0.00000000	0.00000000	0.11510472	0.03200019	0.00001011	0.00013778	0.01085195	0.02844565	0.05137777	0.03322551	0.10829931
GGB28988	N	-0.07478088	0.02597041	0.00397982	0.00741563	 0.05934724	 0.20408654	-0.01603146	-0.00640734	0.07995218	0.08164324	0.07835279	0.08142476	0.09561545	0.10275686	0.07012912	0.03037067	0.01204151	0.02735748	0.01340886	0.00552043	0.06352729	0.01146213	0.10134076
GGB28989	N	-0.18966405	0.02599357	0.00000000	0.00000000	 0.07734439	 0.13790833	-0.10729601	-0.44241202	0.08964572	0.09088953	0.08409029	0.08955039	0.00000001	0.00000002	0.01065413	0.02189138	0.61013313	0.68706296	0.08847191	0.00033061	0.15225060	0.07670618	0.16610174
GGB28991	N	 0.12108394	0.03501742	0.00054355	0.00117316	-0.07642227	-0.08711833	 0.20703791	 0.54502976	0.09174461	0.09322191	0.08470684	0.09105175	0.00000000	0.00000000	0.00000007	0.00000000	1.00000000	1.00000000	0.07840906	0.02376195	0.18861679	0.08751590	0.17429519
GGB29001	N	 0.30115711	0.04082705	0.00000000	0.00000000	 0.17618584	-0.00406782	 0.08677937	 0.18422246	0.08220715	0.08249912	0.07601376	0.08159434	0.06180317	0.06811498	0.00180074	0.01105276	0.86792692	0.94849398	0.22579080	0.05249033	0.13829736	0.11448384	0.03656635
GGB29002	N	-0.06641709	0.02510842	0.00816464	0.01458374	-0.38814572	-0.47390501	-0.37360980	-0.41509636	0.08685608	0.08842136	0.08342858	0.08768960	0.00000000	0.00000001	0.06591689	0.02691166	0.00203632	0.00659257	0.03613731	0.00000006	0.11138917	0.04391660	0.11487777
GGB29003	N	-0.16252357	0.02392344	0.00000000	0.00000000	 0.00874209	-0.12928675	-0.11037409	-0.48727695	0.06858842	0.06788241	0.06703102	0.06951099	0.00000000	0.00000000	0.03992565	0.02431511	0.06907455	0.10585981	0.02460269	0.00014762	0.01204516	0.02603096	0.07190407
GGB29004	N	-0.09454238	0.03229114	0.00341560	0.00641043	-0.22996654	-0.27969042	 0.04607404	-0.04953547	0.08251289	0.08265569	0.07994209	0.08343950	0.00043096	0.00062011	0.05978870	0.02776254	0.01574687	0.03370610	0.00805220	0.01370672	0.05054513	0.04695850	0.10656279
GGB29005	N	-0.06437535	0.02816422	0.02227725	0.03518176	-0.02420966	-0.40395804	-0.23297503	-0.69474348	0.08258872	0.08248241	0.07992674	0.08338493	0.00000000	0.00000000	0.04154946	0.02393562	0.05176755	0.08327824	0.00000008	0.00273995	0.06232490	0.05765859	0.06286107
GGB29011	N	-0.12953749	0.02805830	0.00000391	0.00001076	 0.24644676	 0.51831956	 0.08539704	 0.16169770	0.07296344	0.07246096	0.07133738	0.07372154	0.00000000	0.00000000	0.00000052	0.00000001	1.00000000	1.00000000	0.00490878	0.00759148	0.02046609	0.02450999	0.10830120
GGB29531	N	-0.12535161	0.02959632	0.00002280	0.00005905	-0.04794538	-0.24391570	-0.23436459	-0.36053227	0.07058632	0.06954931	0.06867907	0.07108100	0.00000041	0.00000077	0.00000003	0.01841848	0.99941337	1.00000000	0.02299065	0.00869000	0.01642665	0.03914066	0.06002998
GGB29546	N	-0.08707824	0.03154930	0.00583683	0.01057160	-0.07284114	-0.68358226	-0.23976550	-0.44005616	0.08280231	0.08289676	0.07986058	0.08348096	0.00000000	0.00000000	0.03460492	0.02256429	0.07781830	0.11855846	0.03383603	0.01181290	0.06929327	0.06080621	0.07291275
GGB30141	N	-0.17633605	0.03142647	0.00000002	0.00000008	-0.16684033	-0.28174591	-0.14863556	-0.14386801	0.06881537	0.06837235	0.06727925	0.06968331	0.00125425	0.00165740	0.02650047	0.02802946	0.35106119	0.43092345	0.00188495	0.02562731	0.00748522	0.02071107	0.15251938
GGB30145	N	 0.01524262	0.03686150	0.67701980	0.71279727	-0.08795545	-0.12565685	-0.15628740	-0.44250953	0.08511834	0.08551656	0.08251521	0.08596654	0.00001283	0.00002186	0.04106622	0.02131717	0.02430026	0.04732156	0.01242711	0.02990654	0.07470877	0.04592238	0.03015843
GGB30295	N	 0.07760450	0.03035713	0.01058317	0.01852055	-0.05296496	-0.20397680	-0.29172875	-0.40634639	0.07311760	0.07337475	0.07157411	0.07422988	0.00000006	0.00000012	0.06340676	0.02528766	0.00228373	0.00721325	0.08135862	0.01485191	0.03033156	0.01908011	0.07191728
GGB30296	N	-0.05478334	0.02550404	0.03169350	0.04744864	-0.32044207	-0.44354700	-0.27800983	-0.45720708	0.07846700	0.08155270	0.07661125	0.08004117	0.00000000	0.00000000	0.11028922	0.02996772	0.00000327	0.00006046	0.06553000	0.00811592	0.10005421	0.00884041	0.08831522
GGB30297	N	-0.05101245	0.03605225	0.15698823	0.19834122	 0.10129193	 0.27049013	 0.04932473	 0.07719316	0.08255870	0.08245389	0.08014109	0.08351619	0.02399512	0.02713859	0.07289329	0.02554156	0.00099458	0.00408883	0.00977546	0.02410392	0.04978682	0.04857170	0.03353495
GGB30300	N	-0.15638664	0.02606596	0.00000000	0.00000001	-0.02737473	-0.11732393	 0.05723432	 0.51977295	0.07103769	0.07024451	0.06930762	0.07172032	0.00000000	0.00000000	0.00216295	0.01949477	0.90412482	0.98390053	0.02115592	0.00245822	0.01576492	0.03011995	0.09334027
GGB30301	N	-0.01901948	0.02751929	0.48946597	0.54642969	-0.08963606	-0.29385395	-0.39327469	-0.50783759	0.06933005	0.06851962	0.06756938	0.07026904	0.00000000	0.00000000	0.07137043	0.02534873	0.00075915	0.00322327	0.03279847	0.00500682	0.01241140	0.03459902	0.04206288
GGB30302	N	-0.17750557	0.02752738	0.00000000	0.00000000	-0.13946725	-0.34829688	-0.04602919	 0.22607648	0.07660213	0.07624538	0.07461027	0.07750699	0.00000000	0.00000000	0.04493408	0.02428266	0.03698513	0.06606310	0.01224383	0.00371146	0.03610917	0.03980379	0.05852378
GGB30303	N	-0.16050191	0.02687399	0.00000000	0.00000001	-0.15745990	-0.25379829	-0.34025422	-0.37744491	0.07186391	0.07117155	0.06993559	0.07269891	0.00000015	0.00000029	0.03208128	0.02743087	0.22238522	0.29237447	0.01130425	0.00367231	0.01317915	0.03699387	0.13393507
GGB30408	N	-0.20267601	0.02811834	0.00000000	0.00000000	-0.06734494	-0.21453716	-0.30863834	-0.19730341	0.06709673	0.06656609	0.06546789	0.06830456	0.00001593	0.00002627	0.11327228	0.03389477	0.00022859	0.00148010	0.00857498	0.01029162	0.00000025	0.02512587	0.12206932
GGB30413	N	-0.02293226	0.02489275	0.35666552	0.41610977	-0.10981484	-0.33889960	-0.00150206	-0.08439407	0.07855724	0.08136195	0.07672071	0.08019141	0.00080757	0.00110666	0.14639127	0.03480161	0.00000008	0.00000667	0.01094934	0.00627856	0.08252614	0.00950176	0.11985368
GGB30414	N	-0.04265493	0.03019610	0.15781907	0.19842300	-0.09809749	-0.29552609	-0.41173187	-0.38052217	0.07178832	0.07110685	0.07001884	0.07273409	0.00000000	0.00000000	0.06275436	0.02657958	0.00802581	0.01979700	0.01252762	0.01095632	0.01436611	0.03288428	0.06682534
GGB30449	N	-0.06541331	0.03021661	0.03039166	0.04605817	 0.15190351	 0.00320856	 0.09531266	 0.33191843	0.07640609	0.07669017	0.07441102	0.07747638	0.00021885	0.00032206	0.04557895	0.03258459	0.14201949	0.19990786	0.00000007	0.01499944	0.02333378	0.02598473	0.21679723
GGB30450	N	 0.09042744	0.02826515	0.00137428	0.00275921	-0.26015865	-0.49060866	-0.24371911	-0.38072251	0.08278919	0.08572212	0.08030770	0.08422012	0.00000002	0.00000003	0.18988670	0.03513212	0.00000000	0.00000013	0.02412595	0.01127026	0.11301416	0.01753405	0.04516166
GGB30451	N	-0.00626225	0.02907834	0.82948653	0.83920707	-0.19651389	-0.61915734	-0.42465873	-0.47864963	0.07586225	0.07614478	0.07403999	0.07695424	0.00000000	0.00000000	0.06157914	0.02902021	0.01836073	0.03774150	0.00723250	0.01142864	0.03553862	0.02632647	0.11803583
GGB30454	N	-0.16356983	0.02690023	0.00000000	0.00000001	 0.00506877	-0.38218199	-0.06264363	-0.06069646	0.07231977	0.07256079	0.07070769	0.07357216	0.00000120	0.00000218	0.09080955	0.03357155	0.00255711	0.00779165	0.00414694	0.00806182	0.01854201	0.01956105	0.15437372
GGB30455	N	-0.24295104	0.02019070	0.00000000	0.00000000	 0.01735388	-0.05627689	-0.13985662	-0.12119484	0.06354188	0.06449223	0.06253304	0.06515915	0.08411388	0.09115270	0.11562128	0.03858072	0.00074296	0.00320710	0.00097348	0.00267497	0.00000007	0.00000029	0.23875274
GGB30457	N	-0.18208183	0.02374850	0.00000000	0.00000000	-0.04083470	-0.17079871	-0.20264608	-0.17175194	0.06946563	0.06980377	0.06789329	0.07072074	0.00830223	0.00990911	0.07432260	0.03632663	0.02705824	0.05191174	0.00000007	0.00380145	0.00695317	0.01526690	0.24920327
GGB30461	N	-0.25574156	0.03188232	0.00000000	0.00000000	-0.04773835	-0.19856552	-0.10275230	-0.14221115	0.06472677	0.06479130	0.06350289	0.06591974	0.02367133	0.02688980	0.08442995	0.03132799	0.00174840	0.00605706	0.02246476	0.02926052	0.00366353	0.00984183	0.14451587
GGB30463	N	-0.08921501	0.02895162	0.00206370	0.00398879	 0.07375243	-0.17868016	-0.28053372	-0.56130477	0.06496657	0.06374016	0.06317783	0.06556725	0.00000000	0.00000000	0.03387919	0.02138697	0.05821868	0.09083517	0.01194868	0.00931567	0.00115250	0.03233151	0.05391645
GGB30466	N	 0.08306364	0.03268026	0.01102676	0.01892699	-0.19255350	-0.37715332	-0.40038352	-0.48158895	0.06723052	0.06619996	0.06539359	0.06780284	0.00000000	0.00000000	0.01913585	0.02170889	0.36272953	0.44106548	0.06267609	0.01834286	0.00755195	0.03502323	0.06906150
GGB30468	N	 0.05773763	0.03036562	0.05736409	0.08118743	 0.00000536	-0.07381289	-0.42076544	-0.73943171	0.06461461	0.06337200	0.06266109	0.06521791	0.00000000	0.00000000	0.04506842	0.02266959	0.02322228	0.04556492	0.03696295	0.01199521	0.00282064	0.04125982	0.04152479
GGB30473	N	-0.13917077	0.02834226	0.00000091	0.00000281	 0.07817848	-0.12742294	 0.16010618	 0.12445906	0.06809865	0.06682239	0.06632425	0.06863093	0.00050580	0.00071979	0.02047929	0.02021858	0.26179735	0.33734086	0.00000009	0.00616609	0.00763311	0.03214769	0.02994135
GGB30861	N	 0.11247389	0.04429391	0.01110773	0.01892699	 0.03661156	-0.12193852	-0.09460942	-0.46621650	0.06481734	0.06351538	0.06259091	0.06516144	0.00000000	0.00000000	0.00000020	0.01991759	0.99561743	1.00000000	0.02423221	0.08142414	0.00000004	0.05014411	0.11733122
GGB31171	N	-0.14507895	0.02727835	0.00000010	0.00000036	 0.02176568	-0.50726654	-0.48313089	-1.05823730	0.07958299	0.08003394	0.07687153	0.08023207	0.00000000	0.00000000	0.01085017	0.01940030	0.54899270	0.62915535	0.00000008	0.00683751	0.09358588	0.05419264	0.05652047
GGB31173	N	-0.05607109	0.02890376	0.05236716	0.07452250	 0.00891661	 0.03337627	-0.03358489	-0.61949033	0.07263501	0.07155156	0.07051868	0.07321598	0.00000000	0.00000000	0.02630965	0.02062496	0.17417993	0.23619164	0.02377106	0.00458917	0.02384342	0.05297219	0.01516480
GGB31184	N	-0.02554187	0.03266758	0.43429876	0.49334815	 0.22380784	 0.17954855	 0.11877286	-0.15022739	0.06739688	0.06664507	0.06570408	0.06864006	0.00000022	0.00000043	0.13304416	0.03153076	0.00000042	0.00002362	0.00665796	0.02152027	0.00000021	0.02816753	0.06320492
GGB31256	N	 0.03756646	0.03106023	0.22645339	0.27535882	-0.64405832	-0.70882293	-0.19397170	-0.05556539	0.09061662	0.09128929	0.08616553	0.09093595	0.00000000	0.00000000	0.01964678	0.02472862	0.43730919	0.52436611	0.01743105	0.00799163	0.11505277	0.07924934	0.12568624
GGB31312	N	-0.23128844	0.02856890	0.00000000	0.00000000	-0.00524571	-0.24431303	-0.01629333	 0.19644564	0.06938882	0.06934476	0.06795664	0.07054840	0.00000155	0.00000278	0.06938301	0.03134088	0.01432408	0.03117593	0.01045677	0.01326782	0.00883166	0.01579538	0.15179735
GGB31384	N	 0.20658856	0.05590166	0.00022260	0.00050573	 0.20135015	 0.06069508	-0.02281847	-0.19004820	0.06639572	0.06523077	0.06381615	0.06653375	0.00000069	0.00000128	0.00039400	0.00922336	0.96733329	1.00000000	0.10735451	0.14051952	0.02702694	0.08660209	0.00000014
GGB31439	N	-0.06594661	0.03337783	0.04817129	0.06931313	 0.14847087	 0.01398726	 0.16215700	 0.32722907	0.07898082	0.07965903	0.07698443	0.08015983	0.00053027	0.00075049	0.07579009	0.03082961	0.00545345	0.01486783	0.00000007	0.02648564	0.04171827	0.02512487	0.13727178
GGB3171	N	-0.11564522	0.02628857	0.00001077	0.00002875	 0.00311822	-0.28451885	 0.18420177	 0.35385200	0.07194187	0.07248722	0.07036103	0.07343871	0.00000000	0.00000000	0.15771871	0.03862913	0.00000441	0.00007608	0.00125017	0.00756490	0.01658883	0.01641459	0.14834271
GGB31759	N	-0.16988239	0.02796345	0.00000000	0.00000001	-0.11066701	-0.45637297	-0.17290621	-0.49862578	0.08037464	0.08050917	0.07816740	0.08115535	0.00000000	0.00000000	0.01105932	0.02089615	0.62278153	0.69526042	0.01768436	0.00533745	0.06773103	0.04173552	0.03135515
GGB31762	N	 0.07238779	0.02956521	0.01434648	0.02397251	-0.12176466	-0.29302636	-0.05228738	 0.11039946	0.09197296	0.09394926	0.08664551	0.09207823	0.00212892	0.00271620	0.04378443	0.02392523	0.03539523	0.06410744	0.10196150	0.00721747	0.15950054	0.05830464	0.12837768
GGB31793	N	-0.12963593	0.02724970	0.00000193	0.00000556	-0.31488176	-0.27347005	-0.16588597	-0.32240514	0.08448552	0.08494130	0.08140430	0.08537163	0.00022619	0.00033097	0.08552579	0.03055955	0.00181225	0.00609577	0.02076495	0.00161666	0.07050160	0.05458643	0.09908814
GGB31822	N	-0.01089868	0.02545783	0.66855248	0.71257239	 0.05378084	-0.15890911	-0.25438881	 0.00477332	0.08648682	0.08808335	0.08310338	0.08736985	0.00367666	0.00460026	0.07462324	0.03187067	0.00837132	0.02045446	0.03921742	0.00065730	0.09485364	0.04027018	0.15923101
