feature	full.pathway.name	is.community.feat	solution.age	std.error.age	pval.age	padj.age
RUMPPWY	RUMP-PWY: formaldehyde oxidation I	N	-0.13298874	0.08403024	0.11580512	0.15847016
SALVADEHYPOXPWY	SALVADEHYPOX-PWY: adenosine nucleotides degradation II	N	 0.05557661	0.08468780	0.51274631	0.55291538
SERGLYSYNPWY	SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	N	-0.51612940	0.06982735	0.00000000	0.00000000
SO4ASSIMPWY	SO4ASSIM-PWY: assimilatory sulfate reduction I	N	-0.26555940	0.07918052	0.00103077	0.00251250
SULFATECYSPWY	SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	N	-0.17733779	0.08129278	0.03085352	0.05048759
TCA	TCA: TCA cycle I (prokaryotic)	N	-0.01816226	0.08480490	0.83073209	0.84887034
THISYNARAPWY	THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	N	-0.13371686	0.08099945	0.10106145	0.13993124
THRESYNPWY	THRESYN-PWY: superpathway of L-threonine biosynthesis	N	-0.39772128	0.07716996	0.00000087	0.00000304
TRNACHARGINGPWY	TRNA-CHARGING-PWY: tRNA charging	N	 0.31266087	0.07696028	0.00008129	0.00023776
UDPNAGSYNPWY	UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	N	-0.04836213	0.08404075	0.56592227	0.59383772
Uniqueness	NA	Y	 0.45075927	0.07243453	0.00000001	0.00000002
VALSYNPWY	VALSYN-PWY: L-valine biosynthesis	N	 0.45117904	0.07561504	0.00000002	0.00000008
X1CMET2PWY	1CMET2-PWY: folate transformations III (E. coli)	N	-0.06502500	0.08416672	0.44110281	0.49018587
