Diet.5mo.as.AL,relab
1D,0.00031081
1D,0.00031063
1D,0.00031051
2D,0.00031041
2D,0.00031006
1D,0.00030996
AL,0.00030974
1D,0.00030969
40,0.00030945
1D,0.00030933
AL,0.00030920
40,0.00030909
AL,0.00030792
40,0.00030746
AL,0.00030744
2D,0.00030739
AL,0.00030723
20,0.00030683
2D,0.00030647
20,0.00030620
1D,0.00030576
AL,0.00030572
1D,0.00030571
AL,0.00030534
20,0.00030503
AL,0.00030482
20,0.00030457
AL,0.00030386
20,0.00030381
2D,0.00030347
1D,0.00030329
1D,0.00030313
AL,0.00030296
20,0.00030294
AL,0.00030252
20,0.00030241
AL,0.00030203
40,0.00030200
1D,0.00030110
1D,0.00030080
AL,0.00030045
40,0.00030035
AL,0.00030015
AL,0.00029997
1D,0.00029986
AL,0.00029944
1D,0.00029915
AL,0.00029884
AL,0.00029810
AL,0.00029705
20,0.00029683
20,0.00029660
AL,0.00029628
AL,0.00029602
40,0.00029580
1D,0.00029569
2D,0.00029504
20,0.00029492
AL,0.00029447
1D,0.00029440
20,0.00029305
20,0.00029301
AL,0.00029257
AL,0.00029171
AL,0.00029124
AL,0.00029115
2D,0.00029108
AL,0.00029101
1D,0.00029024
AL,0.00029011
AL,0.00028965
AL,0.00028953
AL,0.00028921
1D,0.00028908
40,0.00028897
20,0.00028859
2D,0.00028798
AL,0.00028783
2D,0.00028758
1D,0.00028714
1D,0.00028703
AL,0.00028685
1D,0.00028679
AL,0.00028622
AL,0.00028617
AL,0.00028611
AL,0.00028605
AL,0.00028603
1D,0.00028592
20,0.00028552
AL,0.00028494
40,0.00028492
AL,0.00028460
AL,0.00028458
AL,0.00028455
2D,0.00028442
2D,0.00028436
AL,0.00028399
AL,0.00028399
1D,0.00028359
1D,0.00028353
AL,0.00028291
AL,0.00028277
AL,0.00028244
2D,0.00028232
1D,0.00028157
AL,0.00028118
AL,0.00028106
20,0.00028097
1D,0.00028061
AL,0.00028044
AL,0.00028033
2D,0.00027990
AL,0.00027975
AL,0.00027975
AL,0.00027974
AL,0.00027947
AL,0.00027903
20,0.00027891
AL,0.00027766
AL,0.00027763
AL,0.00027760
40,0.00027753
AL,0.00027751
AL,0.00027742
AL,0.00027733
AL,0.00027702
2D,0.00027684
40,0.00027675
AL,0.00027659
AL,0.00027614
AL,0.00027600
1D,0.00027497
AL,0.00027469
AL,0.00027465
AL,0.00027424
20,0.00027340
AL,0.00027338
2D,0.00027247
AL,0.00027233
AL,0.00027212
AL,0.00027196
AL,0.00027158
20,0.00027138
AL,0.00027135
1D,0.00027130
1D,0.00027096
AL,0.00027095
AL,0.00027068
AL,0.00027067
AL,0.00027013
AL,0.00027000
AL,0.00026972
1D,0.00026965
AL,0.00026937
AL,0.00026899
AL,0.00026885
40,0.00026880
AL,0.00026861
1D,0.00026837
AL,0.00026784
AL,0.00026644
2D,0.00026608
20,0.00026574
AL,0.00026499
AL,0.00026491
40,0.00026490
AL,0.00026488
1D,0.00026480
2D,0.00026448
AL,0.00026447
20,0.00026432
2D,0.00026354
20,0.00026322
2D,0.00026321
40,0.00026304
AL,0.00026211
1D,0.00026173
AL,0.00026163
AL,0.00026153
1D,0.00026136
AL,0.00026122
2D,0.00026109
AL,0.00026093
1D,0.00026066
1D,0.00026038
2D,0.00026028
20,0.00025998
2D,0.00025979
1D,0.00025979
AL,0.00025954
2D,0.00025919
1D,0.00025908
20,0.00025903
AL,0.00025902
AL,0.00025846
1D,0.00025726
1D,0.00025689
AL,0.00025673
AL,0.00025661
AL,0.00025636
2D,0.00025636
AL,0.00025632
1D,0.00025626
AL,0.00025604
AL,0.00025603
AL,0.00025562
2D,0.00025430
2D,0.00025428
20,0.00025397
1D,0.00025369
20,0.00025363
1D,0.00025352
AL,0.00025288
1D,0.00025266
AL,0.00025232
AL,0.00025217
2D,0.00025209
2D,0.00025174
2D,0.00025144
AL,0.00025097
AL,0.00025086
AL,0.00025036
1D,0.00025008
2D,0.00024998
20,0.00024923
AL,0.00024883
AL,0.00024858
20,0.00024851
1D,0.00024843
AL,0.00024792
20,0.00024762
1D,0.00024760
AL,0.00024752
AL,0.00024650
AL,0.00024586
40,0.00024569
2D,0.00024556
1D,0.00024540
20,0.00024536
AL,0.00024488
AL,0.00024469
AL,0.00024459
2D,0.00024445
2D,0.00024430
AL,0.00024402
2D,0.00024357
AL,0.00024343
40,0.00024307
AL,0.00024219
AL,0.00024196
AL,0.00024179
2D,0.00024162
20,0.00024153
1D,0.00024130
2D,0.00024102
20,0.00024082
AL,0.00024052
AL,0.00024023
AL,0.00024020
20,0.00023995
AL,0.00023938
1D,0.00023926
1D,0.00023905
20,0.00023895
AL,0.00023842
1D,0.00023841
2D,0.00023808
20,0.00023799
AL,0.00023791
20,0.00023719
AL,0.00023703
AL,0.00023685
AL,0.00023677
AL,0.00023644
1D,0.00023619
20,0.00023615
2D,0.00023556
AL,0.00023470
AL,0.00023456
20,0.00023436
AL,0.00023411
AL,0.00023404
AL,0.00023350
AL,0.00023344
AL,0.00023341
AL,0.00023320
40,0.00023267
AL,0.00023185
AL,0.00023175
2D,0.00023167
AL,0.00023149
AL,0.00023106
AL,0.00023101
20,0.00023051
20,0.00023033
AL,0.00023023
AL,0.00023017
AL,0.00022995
40,0.00022986
AL,0.00022971
AL,0.00022945
2D,0.00022936
AL,0.00022935
1D,0.00022871
20,0.00022846
AL,0.00022810
1D,0.00022786
40,0.00022781
AL,0.00022780
AL,0.00022779
AL,0.00022777
1D,0.00022760
40,0.00022754
AL,0.00022749
2D,0.00022725
AL,0.00022656
AL,0.00022649
40,0.00022642
20,0.00022628
2D,0.00022605
AL,0.00022600
AL,0.00022598
AL,0.00022556
2D,0.00022532
AL,0.00022508
40,0.00022390
AL,0.00022380
AL,0.00022353
AL,0.00022335
20,0.00022319
40,0.00022298
AL,0.00022271
AL,0.00022271
AL,0.00022238
20,0.00022225
1D,0.00022189
AL,0.00022166
AL,0.00022035
2D,0.00022034
AL,0.00021931
AL,0.00021888
AL,0.00021779
20,0.00021745
AL,0.00021701
2D,0.00021641
1D,0.00021616
2D,0.00021613
2D,0.00021610
1D,0.00021597
2D,0.00021595
AL,0.00021576
AL,0.00021557
AL,0.00021557
40,0.00021557
1D,0.00021497
AL,0.00021490
AL,0.00021445
1D,0.00021404
1D,0.00021389
AL,0.00021388
2D,0.00021371
1D,0.00021368
AL,0.00021364
1D,0.00021349
AL,0.00021330
AL,0.00021310
20,0.00021304
1D,0.00021223
AL,0.00021218
AL,0.00021183
AL,0.00021137
AL,0.00021110
AL,0.00021107
2D,0.00021058
20,0.00021050
AL,0.00021044
2D,0.00021033
AL,0.00021014
20,0.00020995
2D,0.00020930
AL,0.00020924
2D,0.00020906
2D,0.00020903
AL,0.00020886
1D,0.00020875
1D,0.00020842
1D,0.00020815
1D,0.00020732
AL,0.00020709
AL,0.00020693
2D,0.00020678
2D,0.00020671
1D,0.00020669
40,0.00020622
AL,0.00020620
AL,0.00020618
AL,0.00020614
1D,0.00020596
40,0.00020519
20,0.00020467
AL,0.00020449
AL,0.00020425
AL,0.00020421
2D,0.00020388
2D,0.00020341
1D,0.00020314
20,0.00020288
2D,0.00020240
2D,0.00020215
2D,0.00020198
AL,0.00020180
AL,0.00020159
AL,0.00020154
AL,0.00020125
2D,0.00020115
40,0.00020110
AL,0.00020082
AL,0.00020076
AL,0.00020063
AL,0.00020021
AL,0.00020009
AL,0.00020001
2D,0.00019989
AL,0.00019961
2D,0.00019940
1D,0.00019911
AL,0.00019895
20,0.00019831
1D,0.00019786
1D,0.00019744
1D,0.00019738
AL,0.00019736
AL,0.00019705
AL,0.00019609
AL,0.00019582
20,0.00019517
40,0.00019416
1D,0.00019409
20,0.00019369
AL,0.00019341
2D,0.00019276
40,0.00019276
1D,0.00019210
AL,0.00019193
40,0.00019177
AL,0.00019100
AL,0.00019095
1D,0.00019059
2D,0.00019033
AL,0.00018993
40,0.00018977
40,0.00018947
2D,0.00018943
20,0.00018941
AL,0.00018933
AL,0.00018915
AL,0.00018896
AL,0.00018882
AL,0.00018865
2D,0.00018821
AL,0.00018803
AL,0.00018758
1D,0.00018706
AL,0.00018701
20,0.00018700
1D,0.00018662
1D,0.00018641
AL,0.00018600
AL,0.00018546
2D,0.00018534
AL,0.00018517
AL,0.00018493
AL,0.00018472
20,0.00018471
AL,0.00018462
AL,0.00018404
AL,0.00018376
20,0.00018362
40,0.00018337
AL,0.00018307
AL,0.00018303
AL,0.00018295
1D,0.00018295
1D,0.00018275
AL,0.00018269
AL,0.00018264
AL,0.00018168
20,0.00018143
AL,0.00018122
2D,0.00018105
1D,0.00018087
AL,0.00018071
AL,0.00018045
AL,0.00018045
AL,0.00018035
2D,0.00018023
2D,0.00018012
1D,0.00017999
AL,0.00017997
AL,0.00017984
AL,0.00017978
2D,0.00017975
AL,0.00017966
1D,0.00017948
AL,0.00017943
AL,0.00017908
2D,0.00017823
2D,0.00017775
1D,0.00017749
AL,0.00017734
AL,0.00017686
1D,0.00017685
40,0.00017684
1D,0.00017683
2D,0.00017655
40,0.00017580
AL,0.00017579
2D,0.00017547
AL,0.00017525
2D,0.00017511
1D,0.00017486
AL,0.00017480
1D,0.00017477
2D,0.00017473
AL,0.00017464
AL,0.00017450
1D,0.00017441
AL,0.00017428
AL,0.00017424
AL,0.00017395
2D,0.00017385
1D,0.00017382
AL,0.00017366
40,0.00017354
AL,0.00017350
1D,0.00017340
AL,0.00017330
AL,0.00017324
2D,0.00017308
AL,0.00017257
AL,0.00017225
2D,0.00017177
2D,0.00017164
AL,0.00017164
2D,0.00017148
AL,0.00017110
AL,0.00017096
AL,0.00017096
AL,0.00017090
AL,0.00017032
1D,0.00017026
AL,0.00017003
AL,0.00016981
AL,0.00016950
1D,0.00016940
1D,0.00016903
1D,0.00016880
AL,0.00016872
AL,0.00016850
AL,0.00016827
AL,0.00016802
1D,0.00016789
1D,0.00016778
20,0.00016715
1D,0.00016652
AL,0.00016643
40,0.00016627
AL,0.00016602
AL,0.00016598
20,0.00016596
AL,0.00016594
AL,0.00016594
20,0.00016593
AL,0.00016584
AL,0.00016579
AL,0.00016564
40,0.00016500
AL,0.00016493
2D,0.00016453
AL,0.00016439
AL,0.00016422
AL,0.00016396
AL,0.00016386
AL,0.00016374
1D,0.00016320
1D,0.00016312
1D,0.00016295
1D,0.00016284
AL,0.00016267
AL,0.00016227
AL,0.00016218
20,0.00016193
40,0.00016169
AL,0.00016140
1D,0.00016128
AL,0.00016119
AL,0.00016067
AL,0.00015990
2D,0.00015954
AL,0.00015880
2D,0.00015862
AL,0.00015859
AL,0.00015802
1D,0.00015799
AL,0.00015748
AL,0.00015735
2D,0.00015724
1D,0.00015715
AL,0.00015711
AL,0.00015709
2D,0.00015701
2D,0.00015667
AL,0.00015647
2D,0.00015645
40,0.00015625
AL,0.00015617
2D,0.00015616
AL,0.00015593
1D,0.00015578
20,0.00015538
1D,0.00015504
AL,0.00015497
1D,0.00015496
AL,0.00015467
1D,0.00015432
AL,0.00015411
AL,0.00015408
AL,0.00015401
2D,0.00015388
AL,0.00015383
1D,0.00015382
AL,0.00015328
1D,0.00015290
AL,0.00015287
1D,0.00015236
AL,0.00015230
20,0.00015227
AL,0.00015164
1D,0.00015151
AL,0.00015136
AL,0.00015098
AL,0.00015096
AL,0.00015077
AL,0.00015072
AL,0.00015062
AL,0.00015026
AL,0.00014991
AL,0.00014989
AL,0.00014971
1D,0.00014970
AL,0.00014961
AL,0.00014911
2D,0.00014896
AL,0.00014865
AL,0.00014839
40,0.00014823
1D,0.00014795
2D,0.00014795
1D,0.00014787
AL,0.00014751
2D,0.00014748
AL,0.00014695
AL,0.00014643
AL,0.00014623
AL,0.00014620
AL,0.00014615
2D,0.00014559
AL,0.00014558
AL,0.00014492
AL,0.00014486
AL,0.00014472
2D,0.00014471
AL,0.00014461
1D,0.00014453
2D,0.00014407
AL,0.00014402
AL,0.00014400
AL,0.00014396
AL,0.00014363
AL,0.00014335
AL,0.00014297
AL,0.00014278
1D,0.00014251
AL,0.00014250
AL,0.00014233
2D,0.00014227
AL,0.00014222
AL,0.00014188
AL,0.00014170
AL,0.00014158
AL,0.00014155
AL,0.00014135
AL,0.00014115
20,0.00014004
AL,0.00014003
1D,0.00013982
1D,0.00013949
AL,0.00013933
AL,0.00013891
AL,0.00013874
AL,0.00013872
20,0.00013854
AL,0.00013847
1D,0.00013846
AL,0.00013845
1D,0.00013841
2D,0.00013825
AL,0.00013821
20,0.00013801
AL,0.00013794
AL,0.00013748
AL,0.00013746
AL,0.00013717
AL,0.00013714
AL,0.00013700
AL,0.00013693
1D,0.00013688
AL,0.00013682
2D,0.00013682
2D,0.00013666
AL,0.00013634
AL,0.00013615
AL,0.00013611
AL,0.00013607
AL,0.00013552
AL,0.00013547
AL,0.00013519
AL,0.00013457
2D,0.00013447
AL,0.00013443
1D,0.00013406
AL,0.00013389
1D,0.00013385
AL,0.00013353
2D,0.00013342
2D,0.00013326
AL,0.00013320
AL,0.00013300
AL,0.00013289
AL,0.00013264
1D,0.00013238
AL,0.00013233
AL,0.00013228
AL,0.00013208
AL,0.00013196
AL,0.00013189
AL,0.00013166
1D,0.00013161
AL,0.00013161
AL,0.00013129
AL,0.00013115
AL,0.00013108
AL,0.00013106
1D,0.00013087
2D,0.00013072
AL,0.00013067
AL,0.00013066
AL,0.00013056
AL,0.00013027
AL,0.00012963
2D,0.00012911
AL,0.00012909
AL,0.00012823
2D,0.00012790
1D,0.00012780
20,0.00012761
40,0.00012724
20,0.00012685
AL,0.00012604
AL,0.00012562
AL,0.00012516
20,0.00012474
20,0.00012473
AL,0.00012463
AL,0.00012459
AL,0.00012457
AL,0.00012447
20,0.00012432
AL,0.00012420
1D,0.00012404
2D,0.00012387
AL,0.00012387
AL,0.00012384
AL,0.00012376
AL,0.00012357
2D,0.00012340
AL,0.00012327
AL,0.00012321
AL,0.00012302
AL,0.00012290
AL,0.00012272
AL,0.00012271
20,0.00012259
1D,0.00012246
AL,0.00012223
AL,0.00012221
AL,0.00012173
AL,0.00012164
AL,0.00012123
2D,0.00012114
2D,0.00012067
AL,0.00012053
2D,0.00012043
AL,0.00012043
AL,0.00012042
40,0.00012042
AL,0.00012025
1D,0.00012025
AL,0.00012017
AL,0.00012008
AL,0.00011975
AL,0.00011959
2D,0.00011947
1D,0.00011937
AL,0.00011894
AL,0.00011866
AL,0.00011799
AL,0.00011747
AL,0.00011742
1D,0.00011740
AL,0.00011736
AL,0.00011720
1D,0.00011648
AL,0.00011632
AL,0.00011573
AL,0.00011573
2D,0.00011564
AL,0.00011552
2D,0.00011513
1D,0.00011460
2D,0.00011456
2D,0.00011375
AL,0.00011335
AL,0.00011334
AL,0.00011326
AL,0.00011320
AL,0.00011316
AL,0.00011294
AL,0.00011286
AL,0.00011229
AL,0.00011162
AL,0.00011133
AL,0.00011132
AL,0.00011130
2D,0.00011130
AL,0.00011115
AL,0.00011114
2D,0.00011105
1D,0.00011074
AL,0.00011066
1D,0.00011039
20,0.00011037
AL,0.00011000
AL,0.00010988
2D,0.00010986
1D,0.00010877
AL,0.00010868
AL,0.00010810
40,0.00010798
40,0.00010780
AL,0.00010746
AL,0.00010707
1D,0.00010609
AL,0.00010602
AL,0.00010592
2D,0.00010580
1D,0.00010565
AL,0.00010552
1D,0.00010546
AL,0.00010490
2D,0.00010466
AL,0.00010426
1D,0.00010388
40,0.00010372
20,0.00010360
1D,0.00010311
AL,0.00010311
AL,0.00010310
20,0.00010310
AL,0.00010278
AL,0.00010275
AL,0.00010271
1D,0.00010231
1D,0.00010191
AL,0.00010169
AL,0.00010162
20,0.00010156
20,0.00010137
AL,0.00010099
AL,0.00010084
AL,0.00010073
1D,0.00010070
AL,0.00010069
AL,0.00010057
1D,0.00010015
AL,0.00009987
AL,0.00009979
AL,0.00009956
AL,0.00009946
2D,0.00009929
AL,0.00009915
2D,0.00009904
AL,0.00009904
AL,0.00009869
AL,0.00009865
AL,0.00009854
AL,0.00009823
AL,0.00009785
1D,0.00009784
20,0.00009777
AL,0.00009772
AL,0.00009742
AL,0.00009682
40,0.00009644
20,0.00009629
20,0.00009619
AL,0.00009585
AL,0.00009572
1D,0.00009561
1D,0.00009545
2D,0.00009529
AL,0.00009526
AL,0.00009520
AL,0.00009508
AL,0.00009491
AL,0.00009481
2D,0.00009476
AL,0.00009474
2D,0.00009438
2D,0.00009433
AL,0.00009360
AL,0.00009359
AL,0.00009339
2D,0.00009328
AL,0.00009314
1D,0.00009184
20,0.00009170
1D,0.00009155
AL,0.00009147
20,0.00009141
2D,0.00009130
AL,0.00009100
AL,0.00009083
AL,0.00009081
1D,0.00009026
2D,0.00008961
AL,0.00008913
AL,0.00008894
AL,0.00008870
AL,0.00008845
AL,0.00008833
AL,0.00008831
2D,0.00008811
AL,0.00008806
AL,0.00008768
2D,0.00008754
AL,0.00008749
AL,0.00008737
AL,0.00008728
AL,0.00008726
AL,0.00008629
AL,0.00008625
AL,0.00008624
AL,0.00008616
AL,0.00008576
20,0.00008550
1D,0.00008531
1D,0.00008501
AL,0.00008492
AL,0.00008491
AL,0.00008466
2D,0.00008446
AL,0.00008424
AL,0.00008417
1D,0.00008400
20,0.00008396
AL,0.00008383
1D,0.00008351
AL,0.00008280
40,0.00008266
AL,0.00008219
AL,0.00008219
AL,0.00008205
AL,0.00008179
1D,0.00008175
AL,0.00008175
AL,0.00008167
AL,0.00008164
AL,0.00008130
AL,0.00008095
AL,0.00008093
20,0.00008050
2D,0.00007991
AL,0.00007962
AL,0.00007946
AL,0.00007928
AL,0.00007906
20,0.00007901
AL,0.00007837
AL,0.00007811
1D,0.00007797
AL,0.00007780
AL,0.00007776
20,0.00007750
AL,0.00007733
AL,0.00007722
AL,0.00007700
AL,0.00007698
AL,0.00007664
AL,0.00007657
AL,0.00007631
2D,0.00007627
AL,0.00007581
2D,0.00007577
AL,0.00007443
AL,0.00007435
2D,0.00007426
AL,0.00007403
20,0.00007342
AL,0.00007325
1D,0.00007295
AL,0.00007290
AL,0.00007285
AL,0.00007243
AL,0.00007206
1D,0.00007190
AL,0.00007188
AL,0.00007179
1D,0.00007156
20,0.00007128
AL,0.00007101
AL,0.00007096
AL,0.00007076
AL,0.00007071
2D,0.00007042
AL,0.00007032
1D,0.00007008
1D,0.00006992
AL,0.00006964
AL,0.00006953
AL,0.00006936
AL,0.00006860
AL,0.00006834
1D,0.00006815
AL,0.00006803
2D,0.00006802
AL,0.00006770
AL,0.00006768
AL,0.00006724
2D,0.00006710
20,0.00006697
2D,0.00006691
AL,0.00006684
AL,0.00006677
2D,0.00006663
AL,0.00006614
AL,0.00006608
AL,0.00006601
2D,0.00006577
2D,0.00006560
2D,0.00006536
AL,0.00006529
2D,0.00006482
AL,0.00006441
1D,0.00006436
2D,0.00006372
1D,0.00006367
1D,0.00006355
2D,0.00006335
2D,0.00006315
AL,0.00006286
AL,0.00006284
AL,0.00006277
AL,0.00006260
AL,0.00006209
AL,0.00006170
AL,0.00006165
AL,0.00006132
AL,0.00006128
AL,0.00006110
AL,0.00006097
20,0.00006097
AL,0.00006084
20,0.00006078
AL,0.00006064
1D,0.00006060
1D,0.00006009
1D,0.00005995
AL,0.00005979
2D,0.00005970
AL,0.00005952
AL,0.00005914
AL,0.00005913
2D,0.00005909
AL,0.00005906
AL,0.00005896
AL,0.00005888
2D,0.00005865
AL,0.00005841
2D,0.00005790
1D,0.00005767
AL,0.00005750
AL,0.00005730
AL,0.00005721
AL,0.00005706
AL,0.00005647
1D,0.00005629
2D,0.00005610
AL,0.00005605
AL,0.00005595
AL,0.00005567
AL,0.00005562
20,0.00005559
20,0.00005449
1D,0.00005443
AL,0.00005415
2D,0.00005398
AL,0.00005391
AL,0.00005385
AL,0.00005350
1D,0.00005283
AL,0.00005256
2D,0.00005233
AL,0.00005196
AL,0.00005193
AL,0.00005192
AL,0.00005183
20,0.00005182
AL,0.00005144
AL,0.00005143
20,0.00005121
AL,0.00005089
AL,0.00005081
AL,0.00005073
AL,0.00005063
AL,0.00005062
1D,0.00005040
1D,0.00005001
AL,0.00004979
1D,0.00004951
AL,0.00004946
2D,0.00004900
AL,0.00004859
AL,0.00004855
2D,0.00004837
1D,0.00004809
AL,0.00004780
20,0.00004729
AL,0.00004725
AL,0.00004712
2D,0.00004704
AL,0.00004671
AL,0.00004670
AL,0.00004653
AL,0.00004629
40,0.00004615
1D,0.00004578
AL,0.00004573
AL,0.00004562
AL,0.00004527
1D,0.00004523
2D,0.00004519
AL,0.00004478
2D,0.00004413
20,0.00004401
AL,0.00004392
1D,0.00004379
AL,0.00004371
2D,0.00004352
1D,0.00004342
AL,0.00004269
AL,0.00004230
1D,0.00004226
AL,0.00004219
AL,0.00004216
2D,0.00004184
1D,0.00004173
1D,0.00004125
AL,0.00004085
AL,0.00004035
AL,0.00003954
AL,0.00003932
1D,0.00003926
AL,0.00003915
1D,0.00003855
1D,0.00003851
AL,0.00003848
AL,0.00003835
2D,0.00003802
2D,0.00003750
40,0.00003702
2D,0.00003700
20,0.00003697
2D,0.00003659
2D,0.00003618
2D,0.00003583
AL,0.00003567
1D,0.00003566
AL,0.00003529
AL,0.00003509
AL,0.00003501
AL,0.00003486
1D,0.00003467
1D,0.00003421
AL,0.00003416
AL,0.00003365
1D,0.00003325
AL,0.00003292
AL,0.00003287
1D,0.00003246
AL,0.00003224
AL,0.00003183
AL,0.00003164
20,0.00003144
1D,0.00003140
AL,0.00003129
AL,0.00003116
AL,0.00003087
AL,0.00002991
AL,0.00002948
2D,0.00002832
AL,0.00002818
AL,0.00002811
AL,0.00002801
2D,0.00002800
2D,0.00002769
AL,0.00002750
1D,0.00002736
AL,0.00002735
2D,0.00002714
2D,0.00002703
AL,0.00002639
AL,0.00002632
40,0.00002624
AL,0.00002612
20,0.00002591
1D,0.00002550
AL,0.00002508
AL,0.00002480
2D,0.00002478
AL,0.00002461
AL,0.00002438
AL,0.00002425
20,0.00002424
AL,0.00002417
2D,0.00002414
AL,0.00002388
2D,0.00002367
AL,0.00002352
2D,0.00002319
2D,0.00002255
40,0.00002179
1D,0.00002177
1D,0.00002157
2D,0.00002048
2D,0.00002023
40,0.00001988
2D,0.00001971
1D,0.00001881
1D,0.00001865
1D,0.00001859
20,0.00001826
2D,0.00001805
1D,0.00001796
1D,0.00001784
1D,0.00001776
20,0.00001773
1D,0.00001757
2D,0.00001754
AL,0.00001727
AL,0.00001723
20,0.00001718
AL,0.00001711
AL,0.00001704
20,0.00001692
20,0.00001689
AL,0.00001580
2D,0.00001572
AL,0.00001535
AL,0.00001534
AL,0.00001530
2D,0.00001527
20,0.00001517
2D,0.00001479
2D,0.00001474
1D,0.00001473
20,0.00001460
2D,0.00001412
AL,0.00001386
AL,0.00001359
1D,0.00001343
AL,0.00001339
2D,0.00001321
1D,0.00001288
AL,0.00001276
1D,0.00001262
2D,0.00001249
AL,0.00001249
20,0.00001243
AL,0.00001202
20,0.00001158
2D,0.00001151
1D,0.00001147
1D,0.00001132
AL,0.00001128
AL,0.00001113
2D,0.00001065
2D,0.00001050
2D,0.00000969
20,0.00000941
AL,0.00000920
2D,0.00000900
AL,0.00000895
2D,0.00000884
AL,0.00000882
2D,0.00000882
AL,0.00000859
20,0.00000844
2D,0.00000840
2D,0.00000816
AL,0.00000764
1D,0.00000755
1D,0.00000755
AL,0.00000639
20,0.00000634
20,0.00000602
AL,0.00000560
2D,0.00000557
1D,0.00000542
20,0.00000537
20,0.00000501
1D,0.00000493
AL,0.00000486
20,0.00000397
1D,0.00000324
2D,0.00000314
AL,0.00000302
AL,0.00000291
2D,0.00000260
AL,0.00000172
AL,0.00000163
40,0.00000000
